iterID,x1,x2,x3,x4,x5,x6,ParetoFamily,Pareto_f1,Pareto_f2
1,0.0,50.0,60000.0,49.32693885595393,0.0,0.0,5,-60348.343667542074,-4037.8564000286606
1,0.0,50.0,60000.0,1033.5029575050337,0.0,0.0,5,-61182.64012811939,-3555.604134256042
1,0.0,50.0,60000.0,1921.4309738871389,0.0,0.0,5,-61942.22007317055,-3110.121817284591
1,0.0,50.0,60000.0,2779.5094945557375,0.0,0.0,5,-62682.32136619928,-2670.5876117389525
1,0.0,50.0,60000.0,3592.3233769329213,0.0,0.0,5,-63388.74917237426,-2246.359874239439
1,0.0,50.0,60000.0,4359.056527861615,0.0,0.0,5,-64059.80731423327,-1839.4269240228641
1,0.0,50.0,60000.0,5097.785458527703,0.0,0.0,5,-64710.55716040167,-1441.3986849404282
1,0.0,50.0,60000.0,5834.372938632835,0.0,0.0,15,-65363.43314010279,-1038.9424180617862
1,0.0,50.0,60000.0,6547.5464118214595,0.0,0.0,15,-65999.28548343273,-644.197650860955
1,0.0,50.0,60000.0,7285.356116563137,0.0,0.0,15,-66660.8711068641,-230.79849144556283
1,0.0,50.0,60000.0,7971.549572934067,0.0,0.0,15,-67279.5272109769,158.03858793119434
1,0.0,50.0,60000.0,8629.737102683019,0.0,0.0,11,-67875.89460956567,534.7542578839821
1,0.0,50.0,60000.0,9266.340552863992,0.0,0.0,11,-68455.39407652555,902.4293261432613
1,0.0,50.0,60000.0,9892.886283250338,0.0,0.0,11,-69028.2541419236,1267.3084379698012
1,0.0,50.0,60000.0,10461.57486081537,0.0,0.0,11,-69550.32095449277,1600.9423985453686
1,0.0,50.0,60000.0,11080.650938855308,0.0,0.0,7,-70120.86372551101,1966.6369595711149
1,0.0,50.0,60000.0,11705.71215500098,0.0,0.0,7,-70699.205756084,2338.351899886042
1,0.0,50.0,60000.0,12290.134719790785,0.0,0.0,7,-71241.96271140955,2688.012458994057
1,0.0,50.0,60000.0,12856.340553769342,0.0,0.0,7,-71769.60603910615,3028.590787404435
1,0.0,50.0,60000.0,13342.452359457162,0.0,0.0,7,-72223.98757103874,3322.324011720968
1,0.0,50.0,60000.0,13968.10246948405,0.0,0.0,7,-72810.6162421314,3702.0536773785752
1,0.0,50.0,60000.0,14520.92534630386,0.0,0.0,7,-73330.60926018382,4039.034395132403
1,0.0,50.0,60000.0,15018.55813616106,0.0,0.0,7,-73799.9702635173,4343.441223730759
1,0.0,50.0,60000.0,15574.326952256204,0.0,0.0,6,-74325.55204541456,4684.502585372116
1,0.0,50.0,60000.0,16105.377271722025,0.0,0.0,6,-74829.08010007073,5011.3712304635155
1,0.0,50.0,60000.0,16584.81543964575,0.0,0.0,6,-75284.74229281332,5307.208999292656
1,0.0,50.0,60000.0,17128.827215529516,0.0,0.0,6,-75802.96287755827,5643.645912955817
1,0.0,50.0,60000.0,17633.892603828757,0.0,0.0,36,-76285.17134544757,5956.628192453554
1,0.0,50.0,60000.0,18108.31731621992,0.0,0.0,36,-76739.0429417415,6251.10194008032
1,0.0,50.0,60000.0,18671.24552105864,0.0,0.0,36,-77278.68895321905,6601.017928916892
1,0.0,50.0,60000.0,19157.824229017766,0.0,0.0,36,-77746.06823136208,6903.839932931798
1,0.0,50.0,60000.0,19661.796389933173,0.0,0.0,18,-78231.017298255,7217.765027411682
1,0.0,50.0,60000.0,20131.31735143783,0.0,0.0,18,-78683.56926917439,7510.418796553982
1,0.0,50.0,60000.0,20603.855349060454,0.0,0.0,15,-79139.72812700205,7805.073491417163
1,0.0,50.0,60000.0,21130.401094638422,0.0,0.0,15,-79648.80606253592,8133.472960627292
1,0.0,50.0,60000.0,21604.454444154275,0.0,0.0,15,-80107.80051450543,8429.128600277876
1,0.0,50.0,60000.0,22080.010353402835,0.0,0.0,15,-80568.84796530023,8725.654542390024
1,0.0,50.0,60000.0,22573.259446617052,0.0,0.0,15,-81047.64284338537,9033.0791783288
1,0.0,50.0,60000.0,23064.650399686136,0.0,0.0,15,-81525.19529136404,9339.147143787017
1,0.0,50.0,60000.0,23544.798194843548,0.0,0.0,15,-81992.32313423496,9637.960806741017
1,0.0,50.0,60000.0,24017.64654441346,0.0,0.0,8,-82452.79670075973,9931.932991425278
1,0.0,50.0,60000.0,24340.84111297046,0.0,0.0,8,-82767.76926221399,10132.666433532653
1,0.0,50.0,60000.0,24542.747421074382,0.0,0.0,36,-82964.63026552688,10257.978295050028
1,0.0,50.0,60000.0,25022.25880939042,0.0,0.0,36,-83432.4210512095,10555.278470436295
1,0.0,50.0,60000.0,25520.825544011615,0.0,0.0,36,-83919.15774053271,10863.891129378322
1,0.0,50.0,60000.0,25989.395323770077,0.0,0.0,36,-84376.90131325761,11153.417824081194
1,0.0,50.0,60000.0,26513.230057832017,0.0,0.0,92,-84888.92146361893,11476.43910266844
1,0.0,50.0,60000.0,26975.621228049145,0.0,0.0,92,-85341.09681009181,11760.948799490989
1,0.0,50.0,60000.0,27449.434029034168,0.0,0.0,118,-85804.60914906462,12051.833560086072
1,0.0,50.0,60000.0,27938.016026087214,0.0,0.0,118,-86282.70628472086,12351.046187714708
1,0.0,50.0,60000.0,28436.879712161044,0.0,0.0,118,-86770.96319126707,12655.731294917166
1,0.0,50.0,60000.0,28958.827042739347,0.0,0.0,118,-87281.86969967306,12973.56959123167
1,0.0,50.0,60000.0,29530.024774250112,0.0,0.0,118,-87840.98903960426,13320.22622327963
1,0.0,50.0,60000.0,29960.851879567592,0.0,0.0,37,-88262.66740505607,13580.840468748242
1,0.0,50.0,60000.0,30437.472831656134,0.0,0.0,37,-88729.08788120322,13868.263060743606
1,0.0,50.0,60000.0,30983.166432860125,0.0,0.0,45,-89262.94860815347,14196.139199564677
1,0.0,50.0,60000.0,31470.632390852552,0.0,0.0,45,-89739.65620642791,14487.902262934038
1,0.0,50.0,60000.0,31994.59011804004,0.0,0.0,45,-90251.79878945887,14800.274258532778
1,0.0,50.0,60000.0,32501.662732912933,0.0,0.0,118,-90747.13718812438,15101.320819477627
1,0.0,50.0,60000.0,33044.45760410222,0.0,0.0,118,-91276.98547019275,15422.156274819528
1,0.0,50.0,60000.0,33703.74508587299,0.0,0.0,118,-91919.92179560012,15809.805959896152
1,0.0,50.0,60000.0,34153.20447662707,0.0,0.0,133,-92357.78559145436,16072.755946821448
