iterID,x1,x2,x3,x4,x5,x6,Pareto_f1,Pareto_f2
0,50.0,50.0,45000.0,60045.0,16.5,50.0,-105045.0,47446.10501047721
0,0.0,12.5,30000.0,45033.75,24.75,75.0,-75033.75,29717.482268228876
0,25.0,25.0,60000.0,0.0,0.0,0.0,-60000.0,283.5417709702961
1,0.0,50.0,60000.0,59636.55754079404,0.0,0.0,-119636.55754079408,54914.21931064453
1,0.0,50.0,60000.0,47023.25642100537,0.0,0.0,-107023.25642100537,42774.86969075742
1,0.0,50.0,60000.0,34782.58652262972,0.0,0.0,-94782.58652262972,33207.33447113479
1,0.0,50.0,60000.0,23064.650399686136,0.0,0.0,-83064.6503996861,29022.446086276992
1,0.0,50.0,60000.0,49.32693885595393,0.0,0.0,-60049.326938855935,6935.251854150282
1,25.0,25.0,60000.0,0.0,0.0,0.0,-60000.0,283.5417709702961
2,0.0,50.0,60000.0,59636.55754079404,0.0,0.0,-119636.55754079408,54914.21931064453
2,23.360390268209677,0.0,60000.0,59568.98533346576,33.0,100.0,-119568.98533346575,40975.25942544971
2,0.0,50.0,60000.0,34782.58652262972,0.0,0.0,-94782.58652262972,33207.33447113479
2,0.0,50.0,60000.0,23064.650399686136,0.0,0.0,-83064.6503996861,29022.446086276992
2,33.387509201799276,0.0,60000.0,20923.963939689675,0.0,0.0,-80923.96393968967,22671.51828710866
2,7.899668773275688,0.0,60000.0,12539.973132239935,0.0,0.0,-72539.97313223992,6966.558582283076
2,50.0,0.0,60000.0,255.5478775334577,0.0,0.0,-60255.54787753346,-2208.2516050893923
3,0.0,50.0,60000.0,59636.55754079404,0.0,0.0,-119636.55754079408,54914.21931064453
3,23.360390268209677,0.0,60000.0,59568.98533346576,33.0,100.0,-119568.98533346575,40975.25942544971
3,0.0,50.0,60000.0,34782.58652262972,0.0,0.0,-94782.58652262972,33207.33447113479
3,0.0,0.0,60000.0,26173.916027583262,0.0,0.0,-86173.91602758327,24007.058458956017
