step,intervened_set,relative_hv_improvement,previous_hv,current_hv,cost,time
0,,,,,0.0,0.0
1,X1X2X3,0.6408695172948217,1199.0293124783898,1967.4506491887573,15.0,5.487951040267944
2,X2X3,0.2714674336689212,1062.3937564689331,1350.7990630834393,10.0,2.8275561332702637
3,X1X2X3,0.02302185114061054,1967.4506491887573,2012.7450051608785,15.0,2.4051499366760254
4,X2X3,0.0208347179445123,1350.7990630834393,1378.9425805624942,10.0,3.00484299659729
5,X1X2X3,0.012370345708212457,2012.7450051608785,2037.6433566971964,15.0,2.5992588996887207
6,X1X2X3,0.012671142468987968,2037.6433566971964,2063.4626259708934,15.0,4.035681247711182
7,X1X2X3,0.023970639435251916,2063.4626259708934,2112.92514456616,15.0,3.9088027477264404
8,X2X3,0.011013570561121264,1378.9425805624942,1394.1296619732539,10.0,3.8109450340270996
9,X1X2X3,0.005806704098982377,2112.92514456616,2125.194275663955,15.0,3.511902332305908
10,X1X2X3,0.006378995516618174,2125.194275663955,2138.750880420358,15.0,4.363854885101318
11,X2X3,0.0038435561723018557,1394.1296619732539,1399.4880776405203,10.0,4.15717625617981
12,X2X3,0.0023967682548243874,1399.4880776405203,1402.8423262380143,10.0,3.4607741832733154
13,X1X2X3,0.0021415958996924807,2138.750880420358,2143.33122053633,15.0,3.137228012084961
14,X2X3,0.00176344365151744,1402.8423262380143,1405.3161596322986,10.0,4.6183130741119385
15,X1X2X3,0.0013530918911440423,2143.33122053633,2146.2313446308735,15.0,3.5469932556152344
