step,intervened_set,relative_hv_improvement,previous_hv,current_hv,cost
0,,,,,0.0
1,ciweightbmiaspirin,0.10821055199096496,0.1309840866441636,0.14515794696196094,20.0
2,ciweightbmiaspirin,0.7898455627834611,0.14515794696196094,0.2598103072726228,20.0
3,ciweightbmiaspirin,0.08422325046293114,0.2598103072726228,0.281692375854896,20.0
4,ciweightbmiaspirin,0.032128696622406014,0.281692375854896,0.2907427847395827,20.0
5,ciweightbmiaspirin,0.01151941256740949,0.2907427847395827,0.2940919708279955,20.0
6,ciweightbmiaspirin,0.005932912941539828,0.2940919708279955,0.29583679288772385,20.0
