step,intervened_set,relative_hv_improvement,previous_hv,current_hv,cost,time
0,,,,,0.0,0.0
1,X1X2X3X4,0.12847120911322843,1161.671067445907,1310.9123540725375,20.0,0.4577021598815918
2,X1X2X3X4,0.40131511805188874,1310.9123540725375,1837.0013002028372,20.0,0.2631080150604248
3,X1X2X3X4,0.04170215490482863,1837.0013002028372,1913.6082129842675,20.0,0.254896879196167
4,X1X2X3X4,0.006868319620227616,1913.6082129842675,1926.751485818936,20.0,0.2476799488067627
5,X1X2X3X4,0.0,1926.751485818936,1926.751485818936,20.0,0.27716708183288574
6,X1X2X3X4,0.010428839144538285,1926.751485818936,1946.845267136042,20.0,0.2608449459075928
7,X1X2X3X4,0.0011553766870220517,1946.845267136042,1949.09460677093,20.0,0.33881211280822754
8,X1X2X3X4,0.0005107088074519984,1949.09460677093,1950.0900265531652,20.0,0.3943469524383545
9,X1X2X3X4,2.970147223635627e-07,1950.0900265531652,1950.090605758613,20.0,0.3044140338897705
10,X1X2X3X4,0.003795761342423821,1950.090605758613,1957.4926842941754,20.0,0.298595666885376
