iterID,x1,x2,x3,x4,x5,x6,f1,f2,Expected_f1,Uncertainty_f1,Acquisition_f1,Expected_f2,Uncertainty_f2,Acquisition_f2,Hypervolume_indicator
0,37.5,12.5,30000.0,30022.5,16.5,100.0,-60022.5,31947.967343967695,0.0,0.0,0.0,0.0,0.0,0.0,2379071708.5041595
0,50.0,37.5,0.0,60045.0,8.25,75.0,-60045.0,50754.63379126672,0.0,0.0,0.0,0.0,0.0,0.0,2379071708.5041595
0,0.0,25.0,15000.0,0.0,33.0,50.0,-15000.0,-3134.0389657047263,0.0,0.0,0.0,0.0,0.0,0.0,2379071708.5041595
0,25.0,50.0,45000.0,15011.25,24.75,25.0,-60011.25,17478.187016456148,0.0,0.0,0.0,0.0,0.0,0.0,2379071708.5041595
0,12.5,0.0,60000.0,45033.75,0.0,0.0,-105033.75,31180.926342514053,0.0,0.0,0.0,0.0,0.0,0.0,2379071708.5041595
1,0.0,0.0,60000.0,1588.9295257651356,0.0,0.0,-61588.92952576514,-2339.4780741064837,-66792.46794730013,0.40431154810473585,-0.23778323752357267,-1876.5060931272455,0.11782016986094725,-1.5405533833873744,3589981275.2815895
1,0.0,0.0,60000.0,26575.538591515295,0.0,0.0,-86575.53859151529,32757.35948471547,-89526.10792961105,0.18493859936686247,-1.0362624264605023,14278.143371706747,0.12916325149863514,-0.6362926960824105,3589981275.2815895
1,0.0,0.0,60000.0,59757.86873325119,0.0,0.0,-119757.86873325123,52609.40188803572,-115320.70408129232,0.1763612268103705,-1.942252326457874,34154.17254538336,0.196104047180105,0.4762731841372023,3589981275.2815895
1,0.0,0.0,60000.0,14067.293171327394,0.0,0.0,-74067.29317132736,9863.449084910977,-78176.72003175835,0.2931178836941175,-0.6376351036622445,5925.730748444072,0.1279587015506676,-1.103821155663491,3589981275.2815895
1,0.0,0.0,60000.0,39699.92654578389,0.0,0.0,-99699.92654578389,41746.33039759904,-100749.30310680074,0.06425944067919759,-1.4304574515130781,22840.165970125534,0.09601039260154436,-0.15703126386003285,3589981275.2815895
2,24.06837757279393,50.0,60000.0,48414.869335170675,0.0,100.0,-108414.86933517066,43439.51118301275,-108952.33002512384,0.18653754301225992,-1.2220682835004482,29728.119873747448,0.3459164279550837,0.17987834660007485,3657375458.002655
2,0.0,0.0,60000.0,9686.431029754227,0.0,100.0,-69686.43102975423,13788.218076957899,-69801.60752999265,0.12223733585311468,0.15388607955719635,2261.4235680755046,0.3286075288794564,-1.2556742513762575,3657375458.002655
2,42.90832885544483,50.0,60000.0,53352.13030162873,0.0,100.0,-113352.13030162874,55238.517508718935,-113836.84097678991,0.1875076940580233,-1.3937346979882932,38730.53673221628,0.49990442525504536,0.6503915370259703,3657375458.002655
2,16.41783538191144,0.0,60000.0,17268.958015846398,0.0,100.0,-77268.95801584638,21010.051190318598,-77383.43324442625,0.12081391865947184,-0.112577615283044,19614.67311000225,0.26076641670462897,-0.348703053019932,3657375458.002655
2,7.147663835327142,50.0,60000.0,50821.189039098375,0.0,100.0,-110821.18903909833,46558.5384836081,-111363.07588684757,0.18698418017499885,-1.3067940835690024,33079.130634360125,0.4682074767970834,0.355019621317223,3657375458.002655
3,0.0,0.0,60000.0,525.8705173084536,0.0,0.0,-60525.87051730847,3473.7055125193097,-60527.83416833477,0.0,0.7583518794058364,-3188.781925990541,0.07774891787120317,-1.7519259744493425,3791825773.5269804
3,0.0,0.0,60000.0,49099.63064246437,0.0,0.0,-109099.63064246437,44060.170219585954,-109108.51264387788,0.0007283518994303037,-1.0047915464638209,35798.604639713216,0.22541730557689613,0.3358667145462362,3791825773.5269804
3,0.0,0.0,60000.0,20701.6813631902,0.0,0.0,-80701.6813631902,9451.282139602392,-80703.22382501664,0.0,0.026124443441858602,23192.336402814493,0.28426528471017976,-0.33920481445095874,3791825773.5269804
3,0.0,0.0,60000.0,5296.089757185996,0.0,0.0,-65296.089757186004,5136.065617931237,-65292.877461134325,0.0,0.585413686294487,3426.1005382731673,0.20710120675769086,-1.3976959409953027,3791825773.5269804
3,0.0,0.0,60000.0,16827.49407673293,0.0,0.0,-76827.49407673294,16305.289970466836,-76828.61067874693,0.0,0.1667461661309062,14519.872311844663,0.16315572031730685,-0.8036193012796597,3791825773.5269804
4,50.0,23.040949260310065,60000.0,2547.7785706445666,33.0,46.2729387233594,-62547.778570644565,-543.454131402207,-62378.29389080169,0.07629467655982564,0.7220929345785407,-8723.83701684784,0.27169225986891316,-1.852481793619682,3843020740.6646676
