iterID,x1,x2,x3,x4,x5,x6,f1,f2,Expected_f1,Uncertainty_f1,Acquisition_f1,Expected_f2,Uncertainty_f2,Acquisition_f2,Hypervolume_indicator
0,25.0,37.5,15000.0,0.0,16.5,25.0,-15000.0,-902.2448531285818,0.0,0.0,0.0,0.0,0.0,0.0,1821791218.830994
0,50.0,50.0,0.0,15011.25,24.75,75.0,-15011.25,12030.329741627476,0.0,0.0,0.0,0.0,0.0,0.0,1821791218.830994
0,37.5,12.5,45000.0,60045.0,8.25,100.0,-105045.0,53954.022813778174,0.0,0.0,0.0,0.0,0.0,0.0,1821791218.830994
0,12.5,0.0,60000.0,30022.5,33.0,50.0,-90022.5,29673.403876166387,0.0,0.0,0.0,0.0,0.0,0.0,1821791218.830994
0,0.0,25.0,30000.0,45033.75,0.0,0.0,-75033.75,43193.85422569838,0.0,0.0,0.0,0.0,0.0,0.0,1821791218.830994
1,50.0,0.0,60000.0,269.6526895062254,0.0,100.0,-60269.65268950621,-3085.648390687233,-60839.22762320249,0.2538667745678091,-0.021514594293225997,-136.34395978589964,0.09263434834927255,-1.3874233591441496,3794505418.283902
1,50.0,0.0,60000.0,15711.041826031822,0.0,100.0,-75711.04182603184,22298.807868124688,-75855.00949941397,0.16198600023180235,-0.4170668517221028,13707.421624458946,0.09185831091069518,-0.6946796045041865,3794505418.283902
1,50.0,0.0,60000.0,43542.203782534154,0.0,100.0,-103542.20378253417,33124.34880656693,-103449.16007554758,0.1005687910740417,-1.1439639685158545,42382.64610686031,0.08708462271005768,0.7402322012612741,3794505418.283902
1,50.0,0.0,60000.0,23150.917332771936,0.0,100.0,-83150.91733277193,29645.96955797044,-83350.37660576132,0.13102158127501384,-0.6145130722130121,21754.481156362264,0.08408325366191038,-0.292003742939019,3794505418.283902
1,50.0,0.0,60000.0,8242.540288386197,0.0,100.0,-68242.54028838618,10479.67367749123,-68457.95702592967,0.20253358743778352,-0.22221047805288263,6366.921693858509,0.09625730262323993,-1.0619991355894074,3794505418.283902
