iterID,x1,x2,x3,x4,x5,x6,Pareto_f1,Pareto_f2
0,37.5,12.5,45000.0,60045.0,8.25,100.0,-105045.0,53954.022813778174
0,12.5,0.0,60000.0,30022.5,33.0,50.0,-90022.5,29673.403876166387
0,50.0,50.0,0.0,15011.25,24.75,75.0,-15011.25,12030.329741627476
0,25.0,37.5,15000.0,0.0,16.5,25.0,-15000.0,-902.2448531285818
1,37.5,12.5,45000.0,60045.0,8.25,100.0,-105045.0,53954.022813778174
1,50.0,0.0,60000.0,43542.203782534154,0.0,100.0,-103542.20378253417,33124.34880656693
1,12.5,0.0,60000.0,30022.5,33.0,50.0,-90022.5,29673.403876166387
1,50.0,0.0,60000.0,23150.917332771936,0.0,100.0,-83150.91733277193,29645.96955797044
1,50.0,0.0,60000.0,15711.041826031822,0.0,100.0,-75711.04182603184,22298.807868124688
1,50.0,0.0,60000.0,8242.540288386197,0.0,100.0,-68242.54028838618,10479.67367749123
1,50.0,0.0,60000.0,269.6526895062254,0.0,100.0,-60269.65268950621,-3085.648390687233
2,0.0,0.0,60000.0,54101.17348348594,33.0,100.0,-114101.17348348591,46847.28769406002
2,0.0,0.0,60000.0,48193.31398186393,33.0,100.0,-108193.31398186392,37617.429508361616
2,50.0,0.0,60000.0,43542.203782534154,0.0,100.0,-103542.20378253417,33124.34880656693
2,12.5,0.0,60000.0,30022.5,33.0,50.0,-90022.5,29673.403876166387
2,50.0,0.0,60000.0,23150.917332771936,0.0,100.0,-83150.91733277193,29645.96955797044
2,50.0,0.0,60000.0,15711.041826031822,0.0,100.0,-75711.04182603184,22298.807868124688
2,50.0,0.0,60000.0,8242.540288386197,0.0,100.0,-68242.54028838618,10479.67367749123
2,0.0,0.0,60000.0,4205.630965590441,6.666689563792408,100.0,-64205.630965590455,1225.2839901657292
2,50.0,0.0,60000.0,269.6526895062254,0.0,100.0,-60269.65268950621,-3085.648390687233
3,0.0,0.0,60000.0,54101.17348348594,33.0,100.0,-114101.17348348591,46847.28769406002
3,0.0,0.0,60000.0,48193.31398186393,33.0,100.0,-108193.31398186392,37617.429508361616
3,50.0,0.0,60000.0,43542.203782534154,0.0,100.0,-103542.20378253417,33124.34880656693
3,0.0,0.0,60000.0,35219.964651745395,33.0,100.0,-95219.96465174538,29780.51679981687
3,12.5,0.0,60000.0,30022.5,33.0,50.0,-90022.5,29673.403876166387
3,0.0,0.0,60000.0,24748.662577285006,33.0,100.0,-84748.662577285,19790.605949811477
3,0.0,0.0,60000.0,17804.613304759867,33.0,100.0,-77804.61330475986,9566.042037303252
3,0.0,0.0,60000.0,12282.14451949283,23.309107968265113,100.0,-72282.14451949284,8394.936459611987
3,0.0,0.0,60000.0,4205.630965590441,6.666689563792408,100.0,-64205.630965590455,1225.2839901657292
3,50.0,0.0,60000.0,269.6526895062254,0.0,100.0,-60269.65268950621,-3085.648390687233
4,0.0,0.0,60000.0,54101.17348348594,33.0,100.0,-114101.17348348591,46847.28769406002
4,0.0,0.0,60000.0,48193.31398186393,33.0,100.0,-108193.31398186392,37617.429508361616
4,50.0,0.0,60000.0,43542.203782534154,0.0,100.0,-103542.20378253417,33124.34880656693
4,0.0,0.0,60000.0,35219.964651745395,33.0,100.0,-95219.96465174538,29780.51679981687
4,12.5,0.0,60000.0,30022.5,33.0,50.0,-90022.5,29673.403876166387
4,0.0,0.0,60000.0,29154.669208951935,33.0,100.0,-89154.66920895195,28905.563115277328
4,0.0,0.0,60000.0,24748.662577285006,33.0,100.0,-84748.662577285,19790.605949811477
4,0.0,0.0,60000.0,21479.59578445107,33.0,100.0,-81479.5957844511,14000.187312987458
4,0.0,0.0,60000.0,17804.613304759867,33.0,100.0,-77804.61330475986,9566.042037303252
4,0.0,0.0,60000.0,12282.14451949283,23.309107968265113,100.0,-72282.14451949284,8394.936459611987
4,0.0,0.0,60000.0,4205.630965590441,6.666689563792408,100.0,-64205.630965590455,1225.2839901657292
4,50.0,0.0,60000.0,573.8074959409689,33.0,52.25982994588778,-60573.80749594096,-380.3461250804565
4,50.0,0.0,60000.0,269.6526895062254,0.0,100.0,-60269.65268950621,-3085.648390687233
5,0.0,0.0,60000.0,60045.0,0.0,100.0,-120045.0,53605.74932731162
5,0.0,0.0,60000.0,54101.17348348594,33.0,100.0,-114101.17348348591,46847.28769406002
5,0.0,0.0,60000.0,48193.31398186393,33.0,100.0,-108193.31398186392,37617.429508361616
5,50.0,0.0,60000.0,43542.203782534154,0.0,100.0,-103542.20378253417,33124.34880656693
5,25.71996876473212,0.0,60000.0,39381.8440129539,33.0,100.0,-99381.84401295388,33017.15575967711
5,0.0,0.0,60000.0,35219.964651745395,33.0,100.0,-95219.96465174538,29780.51679981687
5,12.5,0.0,60000.0,30022.5,33.0,50.0,-90022.5,29673.403876166387
5,0.0,0.0,60000.0,29154.669208951935,33.0,100.0,-89154.66920895195,28905.563115277328
5,0.0,0.0,60000.0,26451.76259573648,33.0,0.0,-86451.76259573645,22376.81920803118
5,0.0,0.0,60000.0,24748.662577285006,33.0,100.0,-84748.662577285,19790.605949811477
5,0.0,0.0,60000.0,21479.59578445107,33.0,100.0,-81479.5957844511,14000.187312987458
5,0.0,0.0,60000.0,17804.613304759867,33.0,100.0,-77804.61330475986,9566.042037303252
5,0.0,0.0,60000.0,12282.14451949283,23.309107968265113,100.0,-72282.14451949284,8394.936459611987
5,0.0,0.0,60000.0,4205.630965590441,6.666689563792408,100.0,-64205.630965590455,1225.2839901657292
5,50.0,0.0,60000.0,573.8074959409689,33.0,52.25982994588778,-60573.80749594096,-380.3461250804565
5,50.0,0.0,60000.0,269.6526895062254,0.0,100.0,-60269.65268950621,-3085.648390687233
6,0.0,0.0,60000.0,60045.0,33.0,100.0,-120045.0,45002.42194018331
6,0.0,0.0,60000.0,48193.31398186393,33.0,100.0,-108193.31398186392,37617.429508361616
6,50.0,0.0,60000.0,43542.203782534154,0.0,100.0,-103542.20378253417,33124.34880656693
6,25.71996876473212,0.0,60000.0,39381.8440129539,33.0,100.0,-99381.84401295388,33017.15575967711
6,0.0,0.0,60000.0,35219.964651745395,33.0,100.0,-95219.96465174538,29780.51679981687
6,12.5,0.0,60000.0,30022.5,33.0,50.0,-90022.5,29673.403876166387
6,0.0,0.0,60000.0,29154.669208951935,33.0,100.0,-89154.66920895195,28905.563115277328
6,0.0,0.0,60000.0,26451.76259573648,33.0,0.0,-86451.76259573645,22376.81920803118
6,0.0,0.0,60000.0,24748.662577285006,33.0,100.0,-84748.662577285,19790.605949811477
6,0.0,0.0,60000.0,21479.59578445107,33.0,100.0,-81479.5957844511,14000.187312987458
6,0.0,0.0,60000.0,17804.613304759867,33.0,100.0,-77804.61330475986,9566.042037303252
6,0.0,0.0,60000.0,12282.14451949283,23.309107968265113,100.0,-72282.14451949284,8394.936459611987
6,0.0,0.0,60000.0,4205.630965590441,6.666689563792408,100.0,-64205.630965590455,1225.2839901657292
6,50.0,0.0,60000.0,1810.9091588703996,6.5342657507010795,81.97755508868993,-61810.90915887037,-9710.944497274633
7,0.0,0.0,60000.0,60045.0,33.0,100.0,-120045.0,45002.42194018331
7,50.0,0.0,60000.0,56444.60419921845,33.0,100.0,-116444.60419921848,43663.39905725926
7,0.0,0.0,60000.0,48193.31398186393,33.0,100.0,-108193.31398186392,37617.429508361616
7,50.0,0.0,60000.0,45019.474100408734,33.0,100.0,-105019.4741004087,36077.65981439316
7,50.0,0.0,60000.0,43542.203782534154,0.0,100.0,-103542.20378253417,33124.34880656693
7,25.71996876473212,0.0,60000.0,39381.8440129539,33.0,100.0,-99381.84401295388,33017.15575967711
7,0.0,0.0,60000.0,35219.964651745395,33.0,100.0,-95219.96465174538,29780.51679981687
7,12.5,0.0,60000.0,30022.5,33.0,50.0,-90022.5,29673.403876166387
7,0.0,0.0,60000.0,29154.669208951935,33.0,100.0,-89154.66920895195,28905.563115277328
7,0.0,0.0,60000.0,26451.76259573648,33.0,0.0,-86451.76259573645,22376.81920803118
7,0.0,0.0,60000.0,24748.662577285006,33.0,100.0,-84748.662577285,19790.605949811477
7,0.0,0.0,60000.0,21479.59578445107,33.0,100.0,-81479.5957844511,14000.187312987458
7,0.0,0.0,60000.0,17804.613304759867,33.0,100.0,-77804.61330475986,9566.042037303252
7,0.0,0.0,60000.0,12282.14451949283,23.309107968265113,100.0,-72282.14451949284,8394.936459611987
7,50.0,0.0,60000.0,5914.572327485028,3.118601059832517,0.0,-65914.57232748506,794.3443031887202
7,50.0,0.0,60000.0,1810.9091588703996,6.5342657507010795,81.97755508868993,-61810.90915887037,-9710.944497274633
8,0.0,0.0,60000.0,60045.0,33.0,100.0,-120045.0,45002.42194018331
8,50.0,0.0,60000.0,56444.60419921845,33.0,100.0,-116444.60419921848,43663.39905725926
8,0.0,0.0,60000.0,48193.31398186393,33.0,100.0,-108193.31398186392,37617.429508361616
