step,intervened_set,relative_hv_improvement,previous_hv,current_hv,cost
0,,,,,0.0
1,X2X3,0.6722634854292304,752.3127774827578,1258.0651874062617,10.0
2,X1X2X3,0.6029398401386995,1183.1413534559952,1896.5044119702375,15.0
3,X1X2X3,0.04942835556493393,1896.5044119702375,1990.2455063755683,15.0
4,X2X3,0.030100691802298043,1258.0651874062617,1295.9338198795779,10.0
5,X2X3,0.011686427397460949,1295.9338198795779,1311.0786563775148,10.0
6,X1X2X3,0.007431942007740648,1990.2455063755683,2005.036895560118,15.0
7,X1X2X3,0.03253200362885377,2005.036895560118,2070.2647631224654,15.0
8,X1X2X3,0.011364931683197663,2070.2647631224654,2093.7931807214836,15.0
9,X1X2X3,0.00691788975389326,2093.7931807214836,2108.2778111131684,15.0
10,X1X2X3,0.005784436885930091,2108.2778111131684,2120.4730110495593,15.0
11,X1X2X3,0.0054744150083280065,2120.4730110495593,2132.0813603260035,15.0
12,X2X3,0.0028506259441433987,1311.0786563775148,1314.8160512101972,10.0
13,X2X3,0.005161195352550947,1314.8160512101972,1321.6020737031627,10.0
14,X2X3,0.0023458315309237104,1321.6020737031627,1324.7023295189897,10.0
15,X1X2X3,0.0016588917661681044,2132.0813603260035,2135.618252539449,15.0
16,X2X3,0.00102068999396121,1324.7023295189897,1326.0544399317068,10.0
