step,intervened_set,relative_hv_improvement,previous_hv,current_hv,cost,time
0,,,,,0.0,0.0
1,X1X2,0.2450963174343205,86.19250653392865,107.31797247582817,10.0,3.410147190093994
2,X1X2,0.32496295252012986,107.31797247582817,142.19233767004732,10.0,3.270641803741455
3,X1X2,0.05082730873929249,142.19233767004732,149.41959151716455,10.0,3.871169090270996
4,X1X2,0.01465896240140969,149.41959151716455,151.60992769124866,10.0,3.8887240886688232
5,X1X2,0.008690954038413457,151.60992769124866,152.9275626045805,10.0,4.01860499382019
6,X1X2,0.0020319603917049065,152.9275626045805,153.23830535459297,10.0,4.163841009140015
7,X1X2,0.004804575521185509,153.23830535459297,153.9745503654076,10.0,3.953900098800659
8,X1X2,0.002785636381809906,153.9745503654076,154.4034674747783,10.0,4.0750861167907715
9,X1X2,0.0034054459816426517,154.4034674747783,154.92928014264197,10.0,3.685598850250244
10,X1X2,0.0013488062022810295,154.92928014264197,155.1382497166133,10.0,3.449065923690796
11,X1X2,0.0020303615258861194,155.1382497166133,155.45323645003123,10.0,3.4786460399627686
12,X1X2,0.0008046245206957046,155.45323645003123,155.57831793590043,10.0,3.0371479988098145
13,X1X2,0.0006288780856221376,155.57831793590043,155.67615773064827,10.0,3.23593807220459
14,X1X2,0.0008942221998824478,155.67615773064827,155.81536680688342,10.0,4.108784914016724
15,X1X2,0.000900013164284798,155.81536680688342,155.95560268820748,10.0,3.687880039215088
