type_trial,intervened_set,relative_hv_improvement,previous_hv,current_hv,cost
0,,,,,0.0
1,X3X4,0.1138700589799999,407.9167542381909,454.3662591022238,20.0
1,X3,0.09252163685835078,200.34939013899506,218.8860436582272,10.0
1,X2X3,0.07046050456900035,335.40066314223026,359.0331631000091,20.0
1,X2,0.058832919584036,501.14465992682443,530.6284634042684,10.0
1,X1X4,0.04236148549276046,1061.0777404972791,1106.0265698080457,20.0
1,X4,0.03528863488631332,210.90574489314025,218.34832072010022,10.0
1,X2,0.03236030928712817,530.6284634042684,547.799764596584,10.0
1,X1X2,0.027910425150885185,1629.7709586558933,1675.258559010545,20.0
1,X4,0.017823189077859652,218.34832072010022,222.2399841251277,10.0
1,X4,0.04037232051876233,222.2399841251277,231.212327996312,10.0
1,X3X4,0.01673242112734168,454.3662591022238,461.96890669557706,20.0
1,X3,0.011647113524378042,218.8860436582272,221.43543425761655,10.0
1,X2X3,0.011102455540378347,359.0331631000091,363.0193128308484,20.0
1,X1,0.010356921324385458,753.028812632213,760.8278727996402,10.0
1,X1,0.013173358063454378,760.8278727996402,770.8505307926862,10.0
1,X2X3,0.010138681441765706,363.0193128308484,366.69985000084904,20.0
1,X2X3,0.009612406796719904,366.69985000084904,370.22471813135337,20.0
1,X3,0.008841095684001533,221.43543425761655,223.39316611971657,10.0
1,X3,0.012486393306198306,223.39316611971657,226.18254105380424,10.0
1,X3,0.015210307188415307,226.18254105380424,229.62284698388896,10.0
1,X3,0.02100866247089301,229.62284698388896,234.446915871779,10.0
1,X1X4,0.007734702748578123,1106.0265698080457,1114.5813565575404,20.0
1,X1X4,0.007878526028601361,1114.5813565575404,1123.3626147861728,20.0
1,X1X2,0.007261039172945077,1675.258559010545,1687.422677032332,20.0
1,X3X4,0.006525488549239913,461.96890669557706,464.98347950632393,20.0
1,X3X4,0.0062456165763760865,464.98347950632393,467.88758803366966,20.0
1,X1,0.0041560325365742525,770.8505307926862,774.0542106794961,10.0
1,X1,0.012553549917341615,774.0542106794961,783.7713388519896,10.0
1,X1X4,0.003976208840411318,1123.3626147861728,1127.8293391460732,20.0
1,X1X2,0.003202784792682689,1687.422677032332,1692.8271287211592,20.0
1,X1X4,0.0029592629091338947,1127.8293391460732,1131.1668826772411,20.0
1,X3,0.0023923364560588327,234.446915871779,235.0077917756296,10.0
1,X3,0.005764994265266561,235.0077917756296,236.36261034750908,10.0
1,X2,0.0021708394769786,547.799764596584,548.9889499510499,10.0
1,X2,0.04352167681199566,548.9889499510499,572.8818696041764,10.0
1,X2,0.0035346805091891267,572.8818696041764,574.9068239827341,10.0
1,X2,0.009259806974729851,574.9068239827341,580.2303502012692,10.0
1,X2,0.0041708109223207316,580.2303502012692,582.6503812833506,10.0
1,X1X2,0.002161186040842112,1692.8271287211592,1696.4856430813102,20.0
1,X1,0.0016395289528935663,783.7713388519896,785.0563546544856,10.0
1,X1,0.0035868201881183795,785.0563546544856,787.872210636171,10.0
1,X1X4,0.0015045088884994436,1131.1668826772411,1132.8687333066052,20.0
1,X1X4,0.0026305968763625817,1132.8687333066052,1135.8488542577704,20.0
1,X1X4,0.0016148266579594135,1135.8488542577704,1137.6830532670385,20.0
1,X3X4,0.0014486534825107525,467.88758803366966,468.5653950174982,20.0
1,X3X4,0.0023448794904637094,468.5653950174982,469.66412440221575,20.0
1,X3X4,0.002542824969453173,469.66412440221575,470.85839806500206,20.0
1,X1X2,0.0014408759825496216,1696.4856430813102,1698.9300684991663,20.0
1,X1X4,0.0009526524362880711,1137.6830532670385,1138.766869799457,20.0
1,X1X2,0.0009349301684102605,1698.9300684991663,1700.5184494742255,20.0
1,X1X2,0.0010593254397857925,1700.5184494742255,1702.3198519285786,20.0
1,X2,0.0008579862725027685,582.6503812833506,583.1502873121602,10.0
1,X2,0.0019178030670318625,583.1502873121602,584.268654721708,10.0
