step,intervened_set,relative_hv_improvement,previous_hv,current_hv,cost,time
0,,,,,0.0,0.0
1,X1X2X3X4,0.2643593086386734,1366.9773061451906,1728.3504817224893,20.0,0.6724388599395752
2,X1X2X3X4,0.07704975445568649,1728.3504817224893,1861.5194619525746,20.0,0.7636029720306396
3,X1X2X3X4,0.0,1861.5194619525746,1861.5194619525746,20.0,0.751920223236084
4,X1X2X3X4,0.00944618927746587,1861.5194619525746,1879.103727133865,20.0,0.6959071159362793
5,X1X2X3X4,0.02724257387863588,1879.103727133865,1930.2953492459294,20.0,0.7090859413146973
6,X1X2X3X4,0.00596406866789185,1930.2953492459294,1941.8077632581444,20.0,0.781947135925293
7,X1X2X3X4,0.0,1941.8077632581444,1941.8077632581444,20.0,0.7495298385620117
8,X1X2X3X4,0.0,1941.8077632581444,1941.8077632581444,20.0,0.8590500354766846
9,X1X2X3X4,0.0036442990540098254,1941.8077632581444,1948.884291452855,20.0,0.8510441780090332
10,X1X2X3X4,0.0006366090463349206,1948.884291452855,1950.124968823054,20.0,0.7465150356292725
