step,intervened_set,relative_hv_improvement,previous_hv,current_hv,cost
0,,,,,0
1,X2X5X6,1.173003793667034,15668.009807443865,34046.64475078781,15
2,X2X5X6,6.049416666952471e-05,34046.64475078781,34048.7043741899,15
3,X2X5X6,3.7043706107037607e-06,34048.7043741899,34048.83050320972,15
4,X2X5X6,5.7576394906790536e-05,34048.83050320972,34050.79091212089,15
5,X2X5X6,3.1787149806044794e-06,34050.79091212089,34050.89914988006,15
6,X2X5X6,3.800705920628361e-06,34050.89914988006,34051.02856733406,15
7,X2X5X6,0.0,34051.02856733406,34051.02856733406,15
8,X2X5X6,3.382781953601259e-05,34051.02856733406,34052.18043938345,15
9,X2X5X6,0.0,34052.18043938345,34052.18043938345,15
10,X2X5X6,0.0,34052.18043938345,34052.18043938345,15
11,X2X5X6,2.4233448407312445e-08,34052.18043938345,34052.18126458521,15
12,X2X5X6,0.0,34052.18126458521,34052.18126458521,15
13,X2X5X6,8.745921705827818e-07,34052.18126458521,34052.21104635634,15
14,X2X5X6,0.0,34052.21104635634,34052.21104635634,15
15,X2X5X6,0.0,34052.21104635634,34052.21104635634,15
16,X2X5X6,0.0,34052.21104635634,34052.21104635634,15
17,X2X5X6,0.0,34052.21104635634,34052.21104635634,15
18,X2X5X6,0.0,34052.21104635634,34052.21104635634,15
19,X2X5X6,2.839315901637381e-07,34052.21104635634,34052.22071485477,15
20,X2X5X6,0.0,34052.22071485477,34052.22071485477,15
21,X2X5X6,0.0,34052.22071485477,34052.22071485477,15
22,X2X5X6,3.1771445022638745e-09,34052.22071485477,34052.22082304359,15
23,X2X5X6,0.0,34052.22082304359,34052.22082304359,15
24,X2X5X6,0.0,34052.22082304359,34052.22082304359,15
25,X2X5X6,4.738579400000637e-08,34052.22082304359,34052.222436635115,15
26,X2X5X6,0.0,34052.222436635115,34052.222436635115,15
27,X2X5X6,0.0,34052.222436635115,34052.222436635115,15
28,X2X5X6,0.0,34052.222436635115,34052.222436635115,15
29,X2X5X6,0.0,34052.222436635115,34052.222436635115,15
30,X2X5X6,0.0,34052.222436635115,34052.222436635115,15
31,X2X5X6,0.0,34052.222436635115,34052.222436635115,15
32,X2X5X6,0.0,34052.222436635115,34052.222436635115,15
33,X2X5X6,7.160196325638668e-07,34052.222436635115,34052.24681869491,15
34,X2X5X6,0.0,34052.24681869491,34052.24681869491,15
35,X2X5X6,0.0,34052.24681869491,34052.24681869491,15
36,X2X5X6,0.0,34052.24681869491,34052.24681869491,15
37,X2X5X6,0.0,34052.24681869491,34052.24681869491,15
38,X2X5X6,0.0,34052.24681869491,34052.24681869491,15
39,X2X5X6,0.0,34052.24681869491,34052.24681869491,15
40,X2X5X6,0.0,34052.24681869491,34052.24681869491,15
41,X2X5X6,4.0471128863019904e-05,34052.24681869491,34053.62495156399,15
42,X2X5X6,0.0,34053.62495156399,34053.62495156399,15
43,X2X5X6,0.0,34053.62495156399,34053.62495156399,15
44,X2X5X6,0.0,34053.62495156399,34053.62495156399,15
45,X2X5X6,0.0,34053.62495156399,34053.62495156399,15
46,X2X5X6,0.0,34053.62495156399,34053.62495156399,15
47,X2X5X6,0.0,34053.62495156399,34053.62495156399,15
48,X2X5X6,0.0,34053.62495156399,34053.62495156399,15
49,X2X5X6,0.0,34053.62495156399,34053.62495156399,15
50,X2X5X6,0.0,34053.62495156399,34053.62495156399,15
51,X2X5X6,0.0,34053.62495156399,34053.62495156399,15
52,X2X5X6,0.0,34053.62495156399,34053.62495156399,15
53,X2X5X6,0.0,34053.62495156399,34053.62495156399,15
