step,intervened_set,relative_hv_improvement,previous_hv,current_hv,cost
0,,,,,0.0
1,X5X6,0.39985546237476316,2617832055.239757,3664586502.1071267,10.0
2,X5X6,0.3050727190952593,3664586502.1071267,4782551870.664733,10.0
3,X5X6,0.0512974373194379,4782551870.664733,5027884525.477118,10.0
4,X5X6,0.0040993783981110865,5027884525.477118,5048495726.689055,10.0
5,X5X6,0.03429766949264992,5048495726.689055,5221647364.558092,10.0
6,X5X6,0.039970160342061335,5221647364.558092,5430357446.969181,10.0
7,X5X6,0.04351973657901061,5430357446.969181,5666685172.591148,10.0
8,X11X12,0.0,6740631246.652514,6740631246.652514,5.0
9,X11X12,0.0,6740631246.652514,6740631246.652514,5.0
10,X11X12,0.0,6740631246.652514,6740631246.652514,5.0
11,X11X12,0.0,6740631246.652514,6740631246.652514,5.0
12,X11X12,0.0,6740631246.652514,6740631246.652514,5.0
13,X11X12,0.014023174143385105,6740631246.652514,6835156292.460666,5.0
14,X11X12,0.0,6835156292.460666,6835156292.460666,5.0
15,X11X12,0.0,6835156292.460666,6835156292.460666,5.0
16,X11X12,0.021486635183866506,6835156292.460666,6982020802.141478,5.0
17,X11X12,0.0,6982020802.141478,6982020802.141478,5.0
18,X11X12,0.0,6982020802.141478,6982020802.141478,5.0
19,X11X12,0.0,6982020802.141478,6982020802.141478,5.0
20,X11X12,0.0,6982020802.141478,6982020802.141478,5.0
21,X11X12,0.0,6982020802.141478,6982020802.141478,5.0
22,X11X12,0.0,6982020802.141478,6982020802.141478,5.0
23,X11X12,0.0,6982020802.141478,6982020802.141478,5.0
24,X11X12,0.004164769495359961,6982020802.141478,7011099309.394205,5.0
25,X11X12,0.0,7011099309.394205,7011099309.394205,5.0
26,X11X12,0.0,7011099309.394205,7011099309.394205,5.0
27,X11X12,0.0,7011099309.394205,7011099309.394205,5.0
28,X11X12,0.0,7011099309.394205,7011099309.394205,5.0
29,X11X12,0.0,7011099309.394205,7011099309.394205,5.0
30,X11X12,0.0,7011099309.394205,7011099309.394205,5.0
31,X11X12,0.0,7011099309.394205,7011099309.394205,5.0
32,X11X12,0.018342019172363958,7011099309.394205,7139697027.346461,5.0
33,X11X12,0.006324720564694559,7139697027.346461,7184853615.961008,5.0
34,X11X12,0.0,7184853615.961008,7184853615.961008,5.0
35,X11X12,0.0,7184853615.961008,7184853615.961008,5.0
36,X11X12,0.0,7184853615.961008,7184853615.961008,5.0
37,X11X12,0.0,7184853615.961008,7184853615.961008,5.0
38,X11X12,0.0,7184853615.961008,7184853615.961008,5.0
39,X11X12,0.0,7184853615.961008,7184853615.961008,5.0
40,X11X12,0.0,7184853615.961008,7184853615.961008,5.0
41,X11X12,0.0,7184853615.961008,7184853615.961008,5.0
42,X11X12,0.0,7184853615.961008,7184853615.961008,5.0
43,X11X12,0.0,7184853615.961008,7184853615.961008,5.0
44,X11X12,0.0051485892418161,7184853615.961008,7221845475.992168,5.0
45,X11X12,0.0,7221845475.992168,7221845475.992168,5.0
46,X11X12,0.0,7221845475.992168,7221845475.992168,5.0
47,X11X12,0.0,7221845475.992168,7221845475.992168,5.0
48,X11X12,0.0,7221845475.992168,7221845475.992168,5.0
49,X11X12,0.0,7221845475.992168,7221845475.992168,5.0
50,X11X12,0.0,7221845475.992168,7221845475.992168,5.0
51,X11X12,0.0,7221845475.992168,7221845475.992168,5.0
52,X11X12,0.0,7221845475.992168,7221845475.992168,5.0
53,X11X12,0.0,7221845475.992168,7221845475.992168,5.0
54,X11X12,0.0,7221845475.992168,7221845475.992168,5.0
55,X11X12,0.0,7221845475.992168,7221845475.992168,5.0
56,X11X12,0.0,7221845475.992168,7221845475.992168,5.0
57,X11X12,0.0,7221845475.992168,7221845475.992168,5.0
58,X11X12,0.0,7221845475.992168,7221845475.992168,5.0
59,X11X12,0.0,7221845475.992168,7221845475.992168,5.0
60,X11X12,0.010411138886051254,7221845475.992168,7297033112.256324,5.0
61,X11X12,0.0,7297033112.256324,7297033112.256324,5.0
62,X11X12,0.008389319446933618,7297033112.256324,7358250254.049894,5.0
63,X11X12,0.0,7358250254.049894,7358250254.049894,5.0
64,X11X12,1.1995730508267673e-05,7358250254.049894,7358338521.636954,5.0
65,X11X12,0.0,7358338521.636954,7358338521.636954,5.0
66,X11X12,0.0,7358338521.636954,7358338521.636954,5.0
67,X11X12,0.0,7358338521.636954,7358338521.636954,5.0
68,X11X12,0.0,7358338521.636954,7358338521.636954,5.0
69,X11X12,0.0,7358338521.636954,7358338521.636954,5.0
70,X11X12,0.0,7358338521.636954,7358338521.636954,5.0
71,X11X12,0.0,7358338521.636954,7358338521.636954,5.0
72,X11X12,0.0,7358338521.636954,7358338521.636954,5.0
73,X11X12,0.0,7358338521.636954,7358338521.636954,5.0
74,X11X12,0.0,7358338521.636954,7358338521.636954,5.0
75,X11X12,0.0,7358338521.636954,7358338521.636954,5.0
76,X11X12,0.0,7358338521.636954,7358338521.636954,5.0
77,X11X12,0.0,7358338521.636954,7358338521.636954,5.0
78,X11X12,0.0,7358338521.636954,7358338521.636954,5.0
79,X11X12,0.0,7358338521.636954,7358338521.636954,5.0
80,X11X12,0.0,7358338521.636954,7358338521.636954,5.0
81,X11X12,0.0,7358338521.636954,7358338521.636954,5.0
82,X11X12,0.0,7358338521.636954,7358338521.636954,5.0
83,X11X12,0.0,7358338521.636954,7358338521.636954,5.0
84,X11X12,0.0,7358338521.636954,7358338521.636954,5.0
85,X11X12,0.0,7358338521.636954,7358338521.636954,5.0
86,X11X12,0.0,7358338521.636954,7358338521.636954,5.0
87,X11X12,0.0,7358338521.636954,7358338521.636954,5.0
88,X11X12,0.0,7358338521.636954,7358338521.636954,5.0
89,X11X12,0.0,7358338521.636954,7358338521.636954,5.0
90,X11X12,0.0,7358338521.636954,7358338521.636954,5.0
91,X11X12,0.0,7358338521.636954,7358338521.636954,5.0
92,X11X12,0.020986216469658453,7358338521.636954,7512762206.709054,5.0
93,X11X12,0.0,7512762206.709054,7512762206.709054,5.0
94,X11X12,0.0,7512762206.709054,7512762206.709054,5.0
95,X11X12,0.0,7512762206.709054,7512762206.709054,5.0
96,X11X12,0.0,7512762206.709054,7512762206.709054,5.0
97,X11X12,0.0,7512762206.709054,7512762206.709054,5.0
98,X11X12,0.0,7512762206.709054,7512762206.709054,5.0
99,X11X12,4.2267906900730887e-07,7512762206.709054,7512765382.196389,5.0
100,X11X12,0.0,7512765382.196389,7512765382.196389,5.0
