step,intervened_set,relative_hv_improvement,previous_hv,current_hv,cost
0,,,,,0.0
1,X11X12X5X6X2X3,1.2007639902037737,1309871791.5710511,2882718670.673272,25.0
2,X11X12X5X6X2X3,0.053623017602474066,2882718670.673272,3037298744.6937656,25.0
3,X11X12X5X6X2X3,0.1109376748333208,3037298744.6937656,3374249605.204256,25.0
4,X11X12X5X6X2X3,0.015153881292292516,3374249605.204256,3425382583.1720862,25.0
5,X11X12X5X6X2X3,0.018771117155109252,3425382583.1720862,3489680840.94188,25.0
6,X11X12X5X6X2X3,0.0004034136278837663,3489680840.94188,3491088625.750081,25.0
7,X11X12X5X6X2X3,0.03020133318905275,3491088625.750081,3596524156.5288715,25.0
8,X11X12X5X6X2X3,0.0015409652235071558,3596524156.5288715,3602066275.179586,25.0
9,X11X12X5X6X2X3,0.016956807316504365,3602066275.179586,3663145818.9490848,25.0
10,X11X12X5X6X2X3,0.049862380925609254,3663145818.9490848,3845798991.159577,25.0
11,X11X12X5X6X2X3,0.005980680806812851,3845798991.159577,3868799487.372865,25.0
12,X11X12X5X6X2X3,3.779292576188167e-05,3868799487.372865,3868945700.624679,25.0
13,X11X12X5X6X2X3,0.0007611357637807563,3868945700.624679,3871890493.5655503,25.0
14,X11X12X5X6X2X3,0.007260752513763461,3871890493.5655503,3900003332.1997232,25.0
15,X11X12X5X6X2X3,0.003422879417682795,3900003332.1997232,3913352573.334404,25.0
16,X11X12X5X6X2X3,0.017157696269263924,3913352573.334404,3980496688.182218,25.0
17,X11X12X5X6X2X3,0.0005478379475201746,3980496688.182218,3982677355.3179827,25.0
18,X11X12X5X6X2X3,0.0017015322874486714,3982677355.3179827,3989454009.428547,25.0
19,X11X12X5X6X2X3,0.004029316964525368,3989454009.428547,4005528784.147931,25.0
20,X11X12X5X6X2X3,0.006360177862244376,4005528784.147931,4031004659.6474514,25.0
21,X11X12X5X6X2X3,0.0009094013743865224,4031004659.6474514,4034670460.8250933,25.0
22,X11X12X5X6X2X3,0.004194288237871625,4034670460.8250933,4051593031.68262,25.0
23,X11X12X5X6X2X3,0.0,4051593031.68262,4051593031.68262,25.0
24,X11X12X5X6X2X3,0.004981974249352656,4051593031.68262,4071777963.8353195,25.0
25,X11X12X5X6X2X3,0.00015924878626488457,4071777963.8353195,4072426389.5340004,25.0
26,X11X12X5X6X2X3,0.002302942999410714,4072426389.5340004,4081804955.378393,25.0
27,X11X12X5X6X2X3,0.0,4081804955.378393,4081804955.378393,25.0
28,X11X12X5X6X2X3,3.5756436442003564e-06,4081804955.378393,4081819550.4583387,25.0
29,X11X12X5X6X2X3,0.0,4081819550.4583387,4081819550.4583387,25.0
30,X11X12X5X6X2X3,0.0,4081819550.4583387,4081819550.4583387,25.0
31,X11X12X5X6X2X3,0.0,4081819550.4583387,4081819550.4583387,25.0
32,X11X12X5X6X2X3,0.0,4081819550.4583387,4081819550.4583387,25.0
