iterID,x1,x2,x3,x4,x5,x6,x7,x8,Pareto_f1,Pareto_f2
0,1.6842105263157894,0.5263157894736842,0.2631578947368421,2.1578947368421053,3.1578947368421053,3.6842105263157894,1.5789473684210527,0.7894736842105263,1.9012071995655424,50.07585088620411
0,0.9473684210526314,0.7894736842105263,1.5789473684210527,-1.6315789473684212,4.473684210526316,2.1052631578947367,2.631578947368421,0.0,1.9048287875695293,46.853931245170756
0,2.7894736842105257,0.0,5.0,0.7368421052631575,0.2631578947368421,0.5263157894736842,0.7894736842105263,4.7368421052631575,2.182666098220881,25.00975767000259
0,-1.263157894736842,3.4210526315789473,4.473684210526316,5.0,1.8421052631578947,0.7894736842105263,1.8421052631578947,2.3684210526315788,24.346624680225833,13.931525399359668
0,2.052631578947368,4.7368421052631575,4.7368421052631575,-3.526315789473684,1.5789473684210527,2.894736842105263,4.2105263157894735,2.894736842105263,46.11260109914535,4.702778824190679
1,-0.2312753608952678,0.7212557302282472,5.0,-4.0,5.0,0.0,0.0,5.0,1.1357699077097971,21.898139201385206
1,-1.0088828294457146,1.630230047762067,5.0,-4.0,5.0,0.0,0.3541629999319522,5.0,6.619315794612406,17.32452494435699
1,-0.5944095637687046,1.8293500395623672,5.0,-4.0,5.0,0.0,0.7076823863515901,5.0,6.83136499808242,15.659630638969245
1,-0.3928886345527065,2.3356321132075877,5.0,-4.0,5.0,0.0,1.092191322800188,5.0,11.098038421280892,12.597832023868646
1,-0.6520490661052984,2.758906362716678,5.0,-4.0,5.0,0.0,0.5887048459706822,5.0,15.803642200638992,12.189364239696653
1,-1.0950818353805087,2.9709207296860365,5.0,-4.0,5.0,0.0,0.25964943149657327,5.0,18.97462411384751,10.720602927883569
1,-1.7806991194507888,3.336965598702487,5.0,-4.0,5.0,0.0,0.08264893215387384,5.0,20.857050157701615,7.331974030141213
1,-2.0,3.9613782564923463,5.0,-4.0,5.0,0.0,0.0,5.0,34.590082713469506,5.216540484849718
1,-2.0,4.544194526582526,5.0,-4.0,5.0,0.0,0.0,5.0,42.918452321847106,3.260852219277288
