step,intervened_set,relative_hv_improvement,previous_hv,current_hv,cost,time
0,,,,,0.0,0.0
1,X1X2X3X4,0.3812131184162185,1243.1480430300082,1717.052385166497,20.0,0.7513070106506348
2,X1X2X3X4,0.0003466065764017831,1717.052385166497,1717.6475268152221,20.0,0.7747418880462646
3,X1X2X3X4,0.05054637263996869,1717.6475268152221,1804.468378769745,20.0,0.6702160835266113
4,X1X2X3X4,0.03519824709839945,1804.468378769745,1867.9825026469307,20.0,0.7235660552978516
5,X1X2X3X4,0.01523277592838861,1867.9825026469307,1896.437061547902,20.0,0.7439329624176025
6,X1X2X3X4,0.0021552456838283885,1896.437061547902,1900.5243493394553,20.0,0.7955048084259033
7,X1X2X3X4,0.0015962431257788012,1900.5243493394553,1903.5580482674636,20.0,0.7877829074859619
8,X1X2X3X4,0.006331757919806117,1903.5580482674636,1915.6109170153918,20.0,0.8492820262908936
9,X1X2X3X4,0.0,1915.6109170153918,1915.6109170153918,20.0,0.7682671546936035
10,X1X2X3X4,0.0,1915.6109170153918,1915.6109170153918,20.0,0.693856954574585
