iterID,x1,x2,x3,ParetoFamily,Pareto_f1,Pareto_f2
1,-2.0,4.914512410586669,5.0,4,48.483275789571415,4.709417894693786
1,-2.0,4.732122486692129,5.0,4,45.314337429267226,5.06208858822707
1,-2.0,4.578334168733923,5.0,4,42.61718473195454,5.37011717196939
1,-2.0,4.4407141219394255,5.0,4,40.20948565288258,5.653945726249429
1,-2.0,4.311184166562749,5.0,4,37.968031992842256,5.9280719124912125
1,-2.0,4.198400948495677,5.0,4,36.04935219901195,6.172206642023692
1,-2.0,4.094410645408458,5.0,4,34.31685719837933,6.401748554688446
1,-2.0,3.9997646835539395,5.0,4,32.77687560406805,6.61432241480162
1,-2.0,3.9104644739600145,5.0,26,31.36045750935108,6.818046005455312
1,-2.0,3.823543008648118,5.0,26,30.019041134583084,7.019248142717849
1,-2.0,3.749213460359495,5.0,26,28.902855857523583,7.193547001993835
1,-2.0,3.668628257996981,5.0,21,27.726079768469283,7.384820823630978
1,-2.0,3.5993671109947933,5.0,21,26.742833391562144,7.551107639915326
1,-2.0,3.5282942663674084,5.0,14,25.76097157790915,7.723536211304651
1,-2.0,3.4616317933085505,5.0,14,24.864735938008966,7.886891655583369
1,-2.0,3.4001131914652705,5.0,3,24.058466402083013,8.039019508162802
1,-2.0,3.336599098888724,5.0,3,23.24645699814672,8.19744930026209
1,-2.0,3.2836597253381066,5.0,3,22.585009006675637,8.330548248427753
1,-2.0,3.224131144093035,5.0,3,21.857328457517347,8.481334176325099
1,-2.0,3.1685878991694,5.0,14,21.193137246878074,8.62307980868145
1,-2.0,3.1167364304387624,5.0,14,20.58541545566305,8.756309439500075
1,-2.0,3.061458794385834,5.0,14,19.950049978922074,8.899291012803534
1,-2.0,3.0118393935618952,5.0,27,19.39020567731768,9.028458426393058
1,-2.0,2.9613745847028428,5.0,27,18.83050129330686,9.160611704706618
1,-2.0,2.9135351859286147,5.0,27,18.308491587180526,9.286609988540462
1,-2.0,2.866607724793844,5.0,27,17.804147896454793,9.410877306009674
1,-2.0,2.8209834858960003,5.0,27,17.320786955098512,9.532321103160431
1,-2.0,2.77617689401459,5.0,27,16.85247208779137,9.652181581740404
1,-2.0,2.733626624709399,5.0,27,16.413338090779774,9.766542248250023
1,-2.0,2.690183992254835,5.0,27,15.970386617591613,9.883831871525572
1,-2.0,2.6495598573929335,5.0,53,15.560916346175865,9.993989714594477
1,-2.0,2.6077748052560117,5.0,53,15.144364059147602,10.107769985815239
1,-2.0,2.5735894255076364,5.0,53,14.806959762477746,10.201209089697215
1,-2.0,2.5285319429527666,5.0,53,14.36679594608764,10.324842391645483
1,-2.0,2.4903733368691516,5.0,53,13.997999585604,10.429963983777906
1,-2.0,2.4519883163764846,5.0,53,13.630647486793887,10.536089965114009
1,-2.0,2.4165913752521826,5.0,18,13.295105663296734,10.634287792483832
1,-2.0,2.378065937865454,5.0,18,12.933416677644363,10.741522363142781
1,-2.0,2.341486052216527,5.0,18,12.593402034491337,10.843681212624254
1,-2.0,2.3057403816551205,5.0,18,12.264388780521376,10.943824814581
1,-2.0,2.270437435187286,5.0,18,11.942653176298318,11.043028380868073
1,-2.0,2.2353780597393476,5.0,18,11.626351382117065,11.141838097285433
1,-2.0,2.2005503866186356,5.0,18,11.315386028425495,11.24027687771775
1,-2.0,2.1663019517830344,5.0,18,11.012830233234359,11.337348150789701
1,-2.0,2.1321649087679075,5.0,18,10.714543848370594,11.434365411203423
1,-2.0,2.100258287622894,5.0,18,10.438799056089113,11.525276177198268
1,-2.0,2.0681899240546504,5.0,18,10.164717258561781,11.616870295418213
1,-2.0,2.0340263358891453,5.0,61,9.876208433168852,11.714690121302805
1,-2.0,2.000098766186533,5.0,46,9.593361061696958,11.812076226052753
1,-2.0,1.9647945710453483,5.0,46,9.303049399388456,11.91366521835268
1,-2.0,1.9314771535132236,5.0,46,9.032954975220862,12.009767984854477
1,-2.0,1.89840924697944,5.0,46,8.768732530171935,12.105368471358329
1,-2.0,1.8656043002369285,5.0,26,8.510522457039457,12.200418744227356
1,-2.0,1.8310721986930958,5.0,26,8.243061845265924,12.300694936880241
1,-2.0,1.7968731162716156,5.0,26,7.982711809970004,12.400223601811831
1,-2.0,1.7677529156290364,5.0,26,7.764687289961341,12.485140126497381
1,-2.0,1.7297873148236373,5.0,98,7.485646579884088,12.596078732731133
1,-2.0,1.6944152880280514,5.0,98,7.231131155368994,12.699666181665137
1,-2.0,1.6627637623135536,5.0,98,7.007983814123765,12.792539902491935
1,-2.0,1.6268551024805231,5.0,98,6.760224629582709,12.89810832783823
1,-2.0,1.588457759178981,5.0,74,6.501817086930728,13.011226485213495
1,-2.0,1.5550777957261241,5.0,74,6.2827944554620245,13.10975443336402
1,-2.0,1.5137072059987986,5.0,74,6.018778131033118,13.232108181655725
1,-2.0,1.4756534065984737,5.0,74,5.783368344462357,13.344880378860804
1,-2.0,1.4733533346344407,5.0,74,5.769371676850117,13.35170348138642
1,-2.0,1.4332041441194376,5.0,74,5.529375923698607,13.470928225697136
1,-2.0,1.393597342585727,5.0,28,5.300749441183079,13.588765801122566
1,-2.0,1.353147532684229,5.0,28,5.075743137953568,13.709333169654094
1,-2.0,1.3096227641387546,5.0,28,4.8433701524465285,13.839307581957097
1,-2.0,1.265063512677627,5.0,82,4.6160846744951325,13.972621058360573
1,-2.0,1.2137379204116323,5.0,82,4.367758322239887,14.126478510808795
1,-2.0,1.1647163460240901,5.0,82,4.144175817627868,14.27371587309969
1,-2.0,1.1090139385764175,5.0,82,3.9063496563233784,14.441341880813518
1,-2.0,1.0586209433188158,5.0,82,3.706102626507107,14.593270202288473
1,-2.0,0.9896310687303289,5.0,82,3.4548897611943694,14.80166981509895
1,-2.0,0.9269583405272047,5.0,82,3.24951261217959,14.991363655822223
1,-2.0,0.8554085027772729,5.0,82,3.041300828022443,15.208327877987983
1,-2.0,0.7674502070323663,5.0,82,2.8229679739027382,15.475576975635168
1,-2.0,0.6637781888979444,5.0,82,2.617326985379414,15.791221610150515
1,-2.0,0.5181837850868176,5.0,61,2.418373898927527,16.235470110824114
1,-2.0,0.2595851964152446,5.0,61,2.299771154703606,17.02634170921869
1,-2.0,0.0005104926059444972,4.680794512942651,151,2.446157394942876,21.086926811900042
1,-2.0,0.03141105439775124,4.6627339852871375,151,2.4186695538443423,21.183441195452048
1,-2.0,0.007840616540281016,4.249258342221034,153,2.4515222867461546,25.736297386789985
1,-2.0,0.11756327068121977,4.184951972380801,153,2.37092763199335,26.120497135810577
1,-2.0,0.21601907852147006,3.878820216583114,153,2.3413290676099265,29.238491892390947
2,5.0,4.912293982835705,5.0,2,48.840664219913776,6.102707371739221
2,5.0,4.629408371922292,5.0,2,43.83904013548981,6.081307398157534
