type_trial,intervened_set,relative_hv_improvement,previous_hv,current_hv
0,,,,
1,"['X1', 'control']",0.008888775587242555,569.5222930883264,574.5846489435203
1,"['X2', 'control']",0.019866582568064638,571.3320961530072,582.6825124150164
1,"['Z1', 'control']",0.0051404592896558965,633.4410712107949,636.69724924975
1,"['Z2', 'control']",0.010364865396370177,541.8388786641123,547.4549657079859
1,"['X1', 'X2']",0.05029907083052279,641.6563887583923,673.9311089054081
1,"['Z1', 'Z2']",0.046615550647510905,650.7972825582125,681.1345562445673
1,"['X1', 'X2']",0.014487529445664494,673.9311089054081,683.6947056900245
1,"['Z1', 'Z2']",0.0077915780328608455,681.1345562445673,686.4416692904249
1,"['Z2', 'control']",0.006832466633489026,547.4549657079859,551.1954334945236
1,"['X2', 'control']",0.005639921537182961,582.6825124150164,585.9687960661257
1,"['X1', 'X2']",0.005267640853706808,683.6947056900245,687.2961638531804
1,"['X1', 'control']",0.004761707590944313,574.5846489435203,577.3206530280347
1,"['Z1', 'control']",0.0045286488201918326,636.69724924975,639.5806274963843
1,"['Z1', 'control']",0.00514750950948098,639.5806274963843,642.8728748585017
1,"['X1', 'X2']",0.003933907050205092,687.2961638531804,689.9999230777413
1,"['Z1', 'Z2']",0.003811676186778171,686.4416692904249,689.0581626548715
1,"['X2', 'control']",0.0025393884286501233,585.9687960661257,587.4567984464061
1,"['X2', 'control']",0.004765160507641822,587.4567984464061,590.2561243823086
1,"['Z1', 'Z2']",0.0024780239940332916,689.0581626548715,690.7656653152147
