step,intervened_set,relative_hv_improvement,previous_hv,current_hv,cost
0,,,,,0.0
1,X2X3,1.312456324415894,551.7045186747629,1275.7926034182822,10.0
2,X1X2X3,0.11571724016825555,1262.0709248643905,1408.1142891862955,15.0
3,X1X2X3,0.4269597057228016,1408.1142891862955,2009.3223517213482,15.0
4,X1X2X3,0.05680587528708417,2009.3223517213482,2123.463666644782,15.0
5,X2X3,0.030251652945895983,1275.7926034182822,1314.3874384878332,10.0
6,X2X3,0.015338397682366237,1314.3874384878332,1334.5480357280662,10.0
7,X2X3,0.0033898845672162554,1334.5480357280662,1339.0719995185896,10.0
8,X2X3,0.0028379761757139363,1339.0719995185896,1342.872253950789,10.0
9,X1X2X3,0.0024238736036956894,2123.463666644782,2128.610674174769,15.0
10,X1X2X3,0.008781940414574373,2128.610674174769,2147.304006281199,15.0
11,X2X3,0.0012980602810887367,1342.872253950789,1344.6153830862186,10.0
12,X2X3,0.0036639894284308124,1344.6153830862186,1349.542039635152,10.0
13,X2X3,0.0012957149379127656,1349.542039635152,1351.2906614152485,10.0
14,X2X3,0.0005723751924454663,1351.2906614152485,1352.0641066676258,10.0
15,X1X2X3,0.0005350914532864905,2147.304006281199,2148.4530103025677,15.0
16,X1X2X3,0.006783506198966847,2148.4530103025677,2163.027054616144,15.0
17,X1X2X3,0.004671868531601871,2163.027054616144,2173.132432645609,15.0
