step,intervened_set,relative_hv_improvement,previous_hv,current_hv,cost
0,,,,,0.0
1,X5X6,1.2365079942282973,919682662.5119212,2056877626.8610768,10.0
2,X5X6,0.32695987787197733,2056877626.8610768,2729394084.537177,10.0
3,X11X12,0.08815741286898479,8635519256.70752,9396804293.159153,5.0
4,X11X12,0.08410732242112501,9396804293.159153,10187144341.572102,5.0
5,X11X12,0.01903683005456698,10187144341.572102,10381075277.143953,5.0
6,X11X12,0.023232421861555802,10381075277.143953,10622252797.359129,5.0
7,X5X6,0.006686366612601428,2729394084.537177,2747643814.0166583,10.0
8,X11X12,0.0,10622252797.359129,10622252797.359129,5.0
9,X11X12,0.012065574987485598,10622252797.359129,10750416385.021694,5.0
10,X11X12,0.01002436412845524,10750416385.021694,10858182473.397663,5.0
11,X11X12,0.0711036912895844,10858182473.397663,11630239327.952106,5.0
12,X11X12,0.04275833617206012,11630239327.952106,12127529010.898197,5.0
13,X11X12,0.02085153763261223,12127529010.898197,12380406638.459538,5.0
14,X11X12,0.017872065792699888,12380406638.459538,12601670080.442465,5.0
15,X11X12,0.0,12601670080.442465,12601670080.442465,5.0
16,X11X12,0.0,12601670080.442465,12601670080.442465,5.0
17,X11X12,0.0,12601670080.442465,12601670080.442465,5.0
18,X11X12,0.0,12601670080.442465,12601670080.442465,5.0
19,X11X12,0.0,12601670080.442465,12601670080.442465,5.0
20,X11X12,0.0,12601670080.442465,12601670080.442465,5.0
21,X11X12,4.407144510428139e-05,12601670080.442465,12602225454.253637,5.0
22,X11X12,0.0,12602225454.253637,12602225454.253637,5.0
23,X11X12,0.0,12602225454.253637,12602225454.253637,5.0
24,X11X12,0.0026198853740375255,12602225454.253637,12635241840.40156,5.0
25,X11X12,0.0003195854605642026,12635241840.40156,12639279879.984465,5.0
26,X11X12,0.0,12639279879.984465,12639279879.984465,5.0
27,X11X12,0.0,12639279879.984465,12639279879.984465,5.0
28,X11X12,0.0,12639279879.984465,12639279879.984465,5.0
29,X11X12,0.0,12639279879.984465,12639279879.984465,5.0
30,X11X12,0.017142778141516775,12639279879.984465,12855952250.835575,5.0
31,X11X12,0.0,12855952250.835575,12855952250.835575,5.0
32,X11X12,0.0016793054035237562,12855952250.835575,12877541320.917847,5.0
33,X11X12,0.0,12877541320.917847,12877541320.917847,5.0
34,X11X12,0.0,12877541320.917847,12877541320.917847,5.0
35,X11X12,0.0,12877541320.917847,12877541320.917847,5.0
36,X11X12,0.0,12877541320.917847,12877541320.917847,5.0
37,X11X12,0.0,12877541320.917847,12877541320.917847,5.0
38,X11X12,0.0,12877541320.917847,12877541320.917847,5.0
39,X11X12,0.0,12877541320.917847,12877541320.917847,5.0
40,X11X12,0.036579302421072046,12877541320.917847,13348592799.335552,5.0
41,X11X12,0.0027033078081632154,13348592799.335552,13384678154.477987,5.0
42,X11X12,0.0,13384678154.477987,13384678154.477987,5.0
43,X11X12,0.0,13384678154.477987,13384678154.477987,5.0
44,X11X12,0.0,13384678154.477987,13384678154.477987,5.0
45,X11X12,0.0,13384678154.477987,13384678154.477987,5.0
46,X11X12,0.0,13384678154.477987,13384678154.477987,5.0
47,X11X12,0.0,13384678154.477987,13384678154.477987,5.0
48,X11X12,0.0,13384678154.477987,13384678154.477987,5.0
49,X11X12,0.0,13384678154.477987,13384678154.477987,5.0
50,X11X12,0.0,13384678154.477987,13384678154.477987,5.0
51,X11X12,0.0,13384678154.477987,13384678154.477987,5.0
52,X11X12,0.003278329705564122,13384678154.477987,13428557542.471228,5.0
53,X11X12,0.0,13428557542.471228,13428557542.471228,5.0
54,X11X12,0.0,13428557542.471228,13428557542.471228,5.0
55,X11X12,0.0,13428557542.471228,13428557542.471228,5.0
56,X11X12,0.0,13428557542.471228,13428557542.471228,5.0
57,X11X12,0.008902001108480863,13428557542.471228,13548098576.599606,5.0
58,X11X12,0.0,13548098576.599606,13548098576.599606,5.0
59,X11X12,0.0,13548098576.599606,13548098576.599606,5.0
60,X11X12,0.0,13548098576.599606,13548098576.599606,5.0
61,X11X12,0.0,13548098576.599606,13548098576.599606,5.0
62,X11X12,0.0,13548098576.599606,13548098576.599606,5.0
63,X11X12,0.0,13548098576.599606,13548098576.599606,5.0
64,X11X12,0.0,13548098576.599606,13548098576.599606,5.0
65,X11X12,0.0,13548098576.599606,13548098576.599606,5.0
66,X11X12,0.0,13548098576.599606,13548098576.599606,5.0
67,X11X12,0.0,13548098576.599606,13548098576.599606,5.0
68,X11X12,0.0,13548098576.599606,13548098576.599606,5.0
69,X11X12,0.0,13548098576.599606,13548098576.599606,5.0
70,X11X12,0.0,13548098576.599606,13548098576.599606,5.0
71,X11X12,0.0025832542670405022,13548098576.599606,13583096760.057892,5.0
72,X11X12,0.0,13583096760.057892,13583096760.057892,5.0
73,X11X12,0.0,13583096760.057892,13583096760.057892,5.0
74,X11X12,0.0,13583096760.057892,13583096760.057892,5.0
75,X11X12,0.0,13583096760.057892,13583096760.057892,5.0
76,X11X12,0.0,13583096760.057892,13583096760.057892,5.0
77,X11X12,0.0,13583096760.057892,13583096760.057892,5.0
78,X11X12,0.0,13583096760.057892,13583096760.057892,5.0
79,X11X12,0.0,13583096760.057892,13583096760.057892,5.0
80,X11X12,0.0,13583096760.057892,13583096760.057892,5.0
81,X11X12,0.0,13583096760.057892,13583096760.057892,5.0
82,X11X12,0.0,13583096760.057892,13583096760.057892,5.0
83,X11X12,0.0,13583096760.057892,13583096760.057892,5.0
84,X11X12,0.0,13583096760.057892,13583096760.057892,5.0
85,X11X12,0.0,13583096760.057892,13583096760.057892,5.0
86,X11X12,0.0,13583096760.057892,13583096760.057892,5.0
87,X11X12,0.00010711485303303,13583096760.057892,13584551711.471079,5.0
88,X11X12,0.0,13584551711.471079,13584551711.471079,5.0
89,X11X12,0.0,13584551711.471079,13584551711.471079,5.0
90,X11X12,0.0,13584551711.471079,13584551711.471079,5.0
91,X11X12,0.0,13584551711.471079,13584551711.471079,5.0
92,X11X12,0.0,13584551711.471079,13584551711.471079,5.0
93,X11X12,0.0,13584551711.471079,13584551711.471079,5.0
94,X11X12,0.0,13584551711.471079,13584551711.471079,5.0
95,X11X12,0.0,13584551711.471079,13584551711.471079,5.0
96,X11X12,0.00221727049865508,13584551711.471079,13614672337.218378,5.0
97,X11X12,0.0,13614672337.218378,13614672337.218378,5.0
98,X11X12,0.0,13614672337.218378,13614672337.218378,5.0
99,X11X12,0.0,13614672337.218378,13614672337.218378,5.0
100,X11X12,0.0,13614672337.218378,13614672337.218378,5.0
