iterID,x1,x2,ParetoFamily,Pareto_f1,Pareto_f2
1,2.9928274002754223,3.0,2,35.65018796165297,15.992384332032742
1,2.86739939807626,3.0,2,34.23643691601803,17.027827265981593
1,2.7550078466628163,3.0,2,32.984428062031064,17.981239702039403
1,2.652763476317051,3.0,2,31.859147541195938,18.86990894910739
1,2.55290880063732,3.0,2,30.773886385978905,19.757578333226235
1,2.7799733586751434,2.680142348443494,21,29.81503280912748,20.593334745900727
1,2.72401498588411,2.653134465872487,21,28.934571643753443,21.356944641812277
1,2.3446557671963815,2.9483380112760726,29,28.022741386609717,22.154776641582366
1,2.3232584292055978,2.892193396573981,29,27.22449146616605,22.891727469798298
1,2.2162142919027494,2.924779371127259,42,26.460947117027985,23.61728243144399
1,2.239617187079342,2.83006460348315,42,25.745042246690623,24.312062482045363
1,2.2619424392456855,2.7397112067954494,42,25.06823934030193,24.985286003213993
1,2.2066696832208046,2.7306788725377666,47,24.43242598459961,25.63464168939784
1,2.203792311481687,2.671994088385947,47,23.831514573137216,26.261313154106126
1,2.2007938091226276,2.6108388120871258,47,23.211863731227787,26.922702248349786
1,2.1981170035806823,2.556244630421303,47,22.664537012941473,27.52031014794578
1,2.2654160654010935,2.4317951885877727,21,22.125771250083496,28.122595281038322
1,2.2285586571497347,2.4140062411206675,21,21.61336846915053,28.705985998653354
1,2.1928276412659327,2.396760938353623,21,21.121946687692976,29.277188040747312
1,2.364975492637276,2.169320265228162,21,20.622456764828105,29.8819277367122
1,2.12393190723424,2.3635089368824604,21,20.189414127424868,30.394233859912646
1,2.45329987027125,1.9847969852290466,68,19.761332817831175,30.949223943522412
1,2.4158292951876,1.9724846897879615,68,19.31684205107306,31.504660281244043
1,2.031642447906584,2.306388448932219,68,18.861700647449425,32.06518083798783
1,1.9684570519910904,2.3241790713909296,68,18.467310898587364,32.58186513341969
1,2.3091066634837327,1.9374171582954585,68,18.077867207281287,33.11407754343669
1,1.8948442218646933,2.306871224597594,81,17.689554224993753,33.628456145709876
1,1.8023049011560341,2.355592288180193,81,17.32225831182702,34.13891902593368
1,1.7083330305170823,2.4050675755425277,81,16.953791399506287,34.66075297628472
1,2.1542027661141927,1.9166589565364656,81,16.598853416060088,35.16381484715007
1,1.5286587803099905,2.4996643426406506,81,16.260895983886186,35.667783458048234
1,1.4388017660999206,2.5469731976132772,81,15.91969750359656,36.17608254185346
1,1.935622457905854,2.0105568188128564,81,15.588128170982204,36.65656927142778
1,1.2651397829951687,2.6384045638253175,81,15.269823713873688,37.16819019868543
1,1.935244115405315,1.9316701549556563,95,14.963595274317013,37.622191305429546
1,1.8914399412486147,1.9329642918266812,95,14.634220382093515,38.14524068620414
1,1.852098601474145,1.9341265801094263,95,14.34175319003764,38.61808445318904
1,1.8052587301792222,1.939434092648483,105,14.027266697900703,39.135771713806754
1,1.8927685938074568,1.8123929436638733,105,13.729499393288357,39.63120366907506
1,1.8282268915974416,1.8391969552639327,105,13.449886786870342,40.10755885762839
1,1.8909905494750756,1.7368877065360033,105,13.158964447834862,40.60930678645947
1,1.8510418625379343,1.7396283683428817,105,12.888875352575205,41.084532193945286
1,1.8621106519681336,1.69132220458023,105,12.621211741700096,41.562744232152895
1,1.8739355977596759,1.6397160401037185,105,12.338533282977401,42.07670401036423
1,1.6877554381870925,1.7836145629511142,127,12.04433344105546,42.62734961864783
1,1.7529733253066326,1.6830310964376212,127,11.797310515764371,43.08941272895681
1,1.796018149657399,1.5985331084885943,127,11.51228687656471,43.6344665484735
1,1.7445789782207894,1.612947011424041,127,11.261928437936097,44.124679328996145
1,1.6281811938718174,1.6909132481839335,85,11.007084660123024,44.63704118301543
1,1.641316511099744,1.6366239425771387,85,10.734172431128567,45.18785714924957
1,1.7984013376663337,1.4397231989195163,85,10.471407460497632,45.723246326695204
1,1.7901058211272378,1.4416857097377047,85,10.430355305927318,45.80883512291459
1,1.6678257645418455,1.5270591002095388,85,10.19419657134502,46.30973746471524
1,1.6806984592619725,1.4738552342109204,85,9.937216267618131,46.85950703685744
1,1.6950119323183626,1.4146965173280996,85,9.655499742564837,47.47468035727424
1,2.0231302749761397,1.0510287252487234,74,9.443481446558867,47.97256744691986
1,1.9960909785567593,1.0350785121870452,74,9.17993903571552,48.568751825899184
1,0.46226611701711273,2.528015120045148,74,8.939199197894473,49.11496494577699
1,1.9427461753840798,1.003610941317572,74,8.67119632190696,49.755797485167676
1,1.9141242087033694,0.9867271267492916,74,8.40432962509014,50.3986352380864
1,0.035432258597732025,2.822499955024965,173,8.168534874205012,51.016089122734726
1,0.023510651031561247,2.7917816867178518,173,7.924903335826564,51.62480391510357
1,1.6650502042809747,1.108106714053604,173,7.674897936958075,52.22082468453139
1,-0.002262587019966511,2.725372082374179,173,7.41088082457996,52.954108030045866
1,-0.01603878934385139,2.6898751012087354,173,7.143269838657576,53.672103797810635
1,-0.028678073614663457,2.657307603638826,173,6.9021360058929115,54.33540799297162
1,-0.041335157659664445,2.6246942415966705,173,6.66488298840454,55.004014130851125
1,-0.05506596245974116,2.589314235705667,173,6.412287263085909,55.734271973236794
1,-0.0706074696044352,2.549268614029414,173,6.132395869425016,56.567008690638865
1,-0.08655954408119093,2.5081650882580626,173,5.851758538716215,57.42854789694115
1,-0.0992960607365706,2.4753470531276176,173,5.632528450047644,58.12135478863635
1,1.637359728387226,0.6827419808900093,173,5.367367840291809,58.96719576689587
1,-0.13467485031851878,2.384186935272114,173,5.046095383867705,60.06866817987086
1,-0.14942680285679155,2.3461757498166933,173,4.811348963909859,60.8905285503954
1,0.1398591622201224,1.984712448534537,95,4.513556736784009,62.02525545392692
1,0.07121601400040212,1.9867404203149563,95,4.233222696176888,63.08101584045616
1,-0.012993342347376924,1.989228275297568,95,3.901484138891325,64.38852404746208
1,-0.06716753552957844,1.990828780779176,95,3.6952098493347654,65.2368497993407
1,1.3584976473816073,0.48741384184882786,95,3.3813991820781393,66.45839575427982
1,-0.26998800980252113,1.9968208456681609,95,2.9732047960831816,68.46250311747914
1,1.258981561747302,0.4218448176159211,95,2.794821767285474,69.17224494465492
1,-0.4236462681431252,2.0013604773695755,95,2.4796093355195508,70.95804808326159
1,-0.5490469028112188,2.005065274642852,95,2.111118663602011,73.02727532508386
1,-0.6508376209166964,2.0080725478985277,95,1.8346537759875918,74.72811957364547
1,-0.7933943466254281,2.0122841993793266,95,1.4813245387927365,77.14141761188013
1,-0.9516042164223713,2.0169583024712336,95,1.134809012247385,79.86127728331608
1,0.45035041855090663,0.23004374730952137,194,0.43625184992991617,86.8259362617785
1,0.4133916517854912,0.23676143321599952,194,0.39700123697655343,87.39245177176448
2,2.9632689463386614,3.0,3,35.555117768121264,15.94042851567417
2,2.8534176729929532,3.0,3,34.26500032555543,16.93830016886887
2,2.7489315556617884,3.0,11,33.05517208640828,17.894377159252173
2,2.651409471213252,3.0,11,31.94208015106338,18.79304689801569
2,2.5578997608853937,3.0,8,30.89010354888337,19.66147603339882
2,2.4658952949527,3.0,8,29.870336047606244,20.524015347680603
2,2.386570087707745,3.0,8,29.003757171887823,21.2757273677854
2,2.3027908367685477,3.0,8,28.101763949512474,22.079353370881748
2,2.3799505555196063,2.8469017946225024,36,27.324967707307827,22.792443598581897
2,2.218530496086157,2.934293883261164,36,26.530055213757723,23.52952651329315
2,2.332560084400539,2.7467985018459204,36,25.86183041448767,24.233816784083693
2,2.310240813822046,2.6996533179192785,36,25.18125257833812,24.928660054724794
2,2.288942895926246,2.6546655458986486,36,24.529031130278568,25.6028636185306
2,2.3670610644185612,2.521084931067028,36,23.900483466685962,26.221236861552768
2,2.250118835901656,2.572657155696057,36,23.326713460457704,26.85963863423395
2,2.2321312499669044,2.5346618258617872,36,22.765083814782194,27.452780027680028
2,2.2842861156809278,2.432396534745309,36,22.18633708299636,28.02652332175171
2,2.199472805459165,2.4656771174386076,36,21.747131978047246,28.543503675472614
2,2.1810979666891934,2.426863790166728,36,21.181659384380794,29.1632606121557
2,2.165221623673032,2.393328056597521,36,20.701457162273588,29.70144310589332
2,2.152071147856836,2.3655501953588636,36,20.311753683170338,30.148844601626575
2,2.1139760294989975,2.3493644429565337,14,19.819997139580387,30.737185144769025
2,2.0818445892975634,2.332448525612451,14,19.381348681197313,31.27375231188745
2,2.047810488137585,2.3145309334194737,14,18.924732545237887,31.84651109051549
2,2.016745300562362,2.2981763554109396,14,18.515289964180372,32.373523694054086
2,1.9904012489131748,2.28430726652441,14,18.17357701723308,32.823786306778715
2,1.957803151851914,2.267145673019552,14,17.75763235463141,33.38543531123953
2,1.8204214436540838,2.3558275887277182,64,17.403762346836935,33.96665441859294
2,1.817341395093456,2.3425738200434094,64,17.25936479195773,34.153203746275466
2,1.804317036978421,2.2865286550661774,64,16.67084489744006,34.945802341882214
2,1.796738890820928,2.2539191054924457,64,16.34592929316237,35.41068572041897
2,1.7910043653951577,2.2292428473064527,64,16.10833030878963,35.7648540184651
2,0.974103236923261,3.0,18,15.729657877883996,36.561288581353494
2,1.6927281829774232,2.227317842584117,18,15.328759623320673,36.97445308476744
2,0.8896791968729207,3.0,18,15.059595972977984,37.57592145062435
2,0.872996389926255,3.0,18,14.928753064519984,37.777261570611856
2,1.5599683962031032,2.2376656058939104,18,14.39913820873492,38.483390267508526
2,1.5132958444418194,2.2453035322672363,18,14.107950181495589,38.96954862057992
2,1.4725577759442237,2.248665001229691,18,13.831444730560625,39.43580823624472
2,1.4229466822765122,2.256066418915798,18,13.521851495257312,39.96435667199904
2,1.3705578362384863,2.2697549154125336,18,13.241066644289898,40.45050637764208
2,0.6164459384600258,3.0,18,12.98172380687604,40.90134088944763
2,0.5810813585498722,3.0,18,12.722929262419687,41.335224950012226
2,0.5346991771575302,3.0,18,12.387040450074021,41.90516559684424
