step,intervened_set,relative_hv_improvement,previous_hv,current_hv,cost,time
0,,,,,0.0,0.0
1,X1X2X3X4,0.17853910790746,1599.8897864539058,1885.5326816776428,20.0,3.689984083175659
2,X1X2X3X4,0.12706597885084192,1885.5326816776428,2125.1197375302654,20.0,3.1648969650268555
3,X1X2X3X4,0.022710549548822036,2125.1197375302654,2173.382374626626,20.0,3.810218095779419
4,X1X2X3X4,0.006246264430557008,2173.382374626626,2186.957895647256,20.0,4.078056812286377
5,X1X2X3X4,0.0029044300078114316,2186.957895647256,2193.309761785194,20.0,3.188241958618164
6,X1X2X3X4,0.02359057571283386,2193.309761785194,2245.0512017822853,20.0,3.896920919418335
7,X1X2X3X4,0.006156314500349293,2245.0512017822853,2258.872443049844,20.0,4.8066911697387695
8,X1X2X3X4,0.002101962946814406,2258.872443049844,2263.620509226715,20.0,5.026465892791748
9,X1X2X3X4,0.002057485486019766,2263.620509226715,2268.2778755703057,20.0,5.613051891326904
10,X1X2X3X4,0.0016205932048850493,2268.2778755703057,2271.953831282246,20.0,5.779046058654785
