type_trial,intervened_set,relative_hv_improvement,previous_hv,current_hv
0,,,,
1,"['X1', 'control']",0.00658483540989312,571.2357920327196,574.997285703495
1,"['X2', 'control']",0.0249566822844467,568.7483020730338,582.942372747689
1,"['Z1', 'control']",0.006863839889583265,633.6622379576503,638.0115941030666
1,"['Z2', 'control']",0.011717014474125535,537.6045960518069,543.9037168851023
1,"['X1', 'X2']",0.10141123219920639,605.2412634874039,666.6195257954661
1,"['Z1', 'Z2']",0.07298627194944017,633.0144515466,679.2158164551058
1,"['X1', 'X2']",0.020830648765635038,666.6195257954661,680.5056429976256
1,"['Z1', 'Z2']",0.008754611901159679,679.2158164551058,685.1620873252996
1,"['X1', 'X2']",0.00757961370019369,680.5056429976256,685.6636128923495
1,"['Z1', 'Z2']",0.005436606469450145,685.1620873252996,688.8870439618743
1,"['X2', 'control']",0.005155560323953481,582.942372747689,585.9477673157783
1,"['Z2', 'control']",0.005076599018599629,543.9037168851023,546.6648979604539
1,"['Z1', 'control']",0.004267091170119935,638.0115941030666,640.734047742698
1,"['X1', 'control']",0.003295207659254766,574.997285703495,576.8920211633958
1,"['X1', 'control']",0.004013367045065675,576.8920211633958,579.2073005896943
1,"['X2', 'control']",0.0032827089166539316,585.9477673157783,587.8712632762392
1,"['X2', 'control']",0.0031971055803113905,587.8712632762392,589.7507497725644
1,"['Z1', 'Z2']",0.0029038899592765993,688.8870439618743,690.8874961319109
1,"['Z1', 'control']",0.002587749255469075,640.734047742698,642.3921067976978
