step,intervened_set,relative_hv_improvement,previous_hv,current_hv,cost,time
0,,,,,0.0,0.0
1,X1X2X3X4,0.4030416219190325,1243.1480430300082,1744.188446578294,20.0,0.2433931827545166
2,X1X2X3X4,0.1475878318790978,1744.188446578294,2001.609437797356,20.0,0.22832989692687988
3,X1X2X3X4,0.03423866211451905,2001.609437797356,2070.141867023332,20.0,0.24912381172180176
4,X1X2X3X4,0.0006764066282606911,2070.141867023332,2071.5421247036265,20.0,0.30342602729797363
5,X1X2X3X4,0.0001276417824191421,2071.5421247036265,2071.80654003278,20.0,0.689863920211792
6,X1X2X3X4,0.003909579423319128,2071.80654003278,2079.90643225079,20.0,0.6469020843505859
7,X1X2X3X4,0.009149586850054238,2079.90643225079,2098.9367167926553,20.0,0.4981801509857178
8,X1X2X3X4,0.005300377686687335,2098.9367167926553,2110.061874132112,20.0,0.42725467681884766
9,X1X2X3X4,0.013203776088325955,2110.061874132112,2137.9226586506657,20.0,0.30803394317626953
10,X1X2X3X4,0.0056937417363244446,2137.9226586506657,2150.0954381212587,20.0,0.6577138900756836
