step,intervened_set,relative_hv_improvement,previous_hv,current_hv,cost,time
0,,,,,0.0,0.0
1,X1X2X3X4,0.9921237788756585,928.0472892376865,1848.7850728114913,20.0,4.508703231811523
2,X1X2X3X4,0.14537871736988273,1848.7850728114913,2117.559075389411,20.0,4.019397020339966
3,X1X2X3X4,0.02631426317376608,2117.559075389411,2173.281082185205,20.0,4.260421276092529
4,X1X2X3X4,0.011139270190915325,2173.281082185205,2197.489847360471,20.0,4.047770023345947
5,X1X2X3X4,0.010714323258430563,2197.489847360471,2221.03446394221,20.0,4.627127170562744
6,X1X2X3X4,0.00794443797814223,2221.03446394221,2238.6793344883154,20.0,4.79382586479187
7,X1X2X3X4,0.003731219047436568,2238.6793344883154,2247.032337462261,20.0,4.508842945098877
8,X1X2X3X4,0.0031033625844524315,2247.032337462261,2254.005693544396,20.0,4.715636253356934
9,X1X2X3X4,0.00015564031416297831,2254.005693544396,2254.3565076986642,20.0,5.172550201416016
10,X1X2X3X4,0.0009406119088872032,2254.3565076986642,2256.476982276683,20.0,4.839808940887451
