iterID,x1,x2,x3,x4,x5,x6,ParetoFamily,Pareto_f1,Pareto_f2
1,49.61472920333381,50.0,60000.0,2574.807285803214,33.0,100.0,1,-62200.25446087652,1835.9684521658382
1,41.831538476187,50.0,60000.0,6362.688962099265,33.0,100.0,1,-65922.8963468897,2139.499657960052
1,41.065080024418954,50.0,60000.0,7982.11059001975,33.0,100.0,1,-67546.1763273165,2578.4016794810304
1,36.24947129973446,50.0,60000.0,9079.339589686977,33.0,100.0,1,-68656.84116278304,2996.263486826727
1,34.30712887935526,50.0,60000.0,10024.628420601184,33.0,100.0,1,-69619.40399990567,3437.557072591935
1,33.478903356559,50.0,60000.0,10860.211828589805,33.0,100.0,1,-70474.49944242949,3892.4675428329574
1,31.198812671876052,50.0,60000.0,11537.367144242955,33.0,100.0,1,-71170.84338807191,4307.160904458178
1,29.834209113795744,50.0,60000.0,12201.48511260163,33.0,100.0,1,-71855.99835360516,4753.860228259651
1,28.622782257380404,50.0,60000.0,12791.0558622408,33.0,100.0,1,-72466.19668501617,5183.94097464277
1,27.51747047224541,50.0,60000.0,13364.548769146839,33.0,100.0,21,-73061.42276056096,5632.537772390999
1,25.963003645661487,50.0,60000.0,13873.366020549152,33.0,100.0,21,-73591.03884678757,6055.558779469844
1,21.889803505294577,50.0,60000.0,14379.987470741773,33.0,100.0,29,-74120.31275149554,6500.509469343167
1,15.331681808676977,50.0,60000.0,14833.68053403407,33.0,100.0,29,-74595.91660901699,6919.620902523213
1,25.168498296965673,50.0,60000.0,15288.690489482688,33.0,100.0,29,-75069.33500010401,7352.645523184972
1,2.9267422914440733,50.0,60000.0,15691.858419392891,33.0,100.0,29,-75496.96536642888,7763.009972039639
1,34.35153733276852,50.0,60000.0,16129.090069253916,33.0,100.0,29,-75947.33316105166,8204.872448482507
1,0.0,50.0,60000.0,16513.450906821323,33.0,100.0,26,-76360.5241800832,8623.2417403412
1,0.0,50.0,60000.0,16882.59735804691,33.0,100.0,26,-76749.213387656,9026.624803156086
1,0.0,50.0,60000.0,17283.314863179166,33.0,100.0,26,-77171.6908317289,9476.569974064143
1,14.427763494512178,50.0,60000.0,17649.14887264885,33.0,100.0,21,-77555.62307879134,9892.622101782807
1,13.336595267529955,50.0,60000.0,18006.316493453436,33.0,100.0,21,-77933.34339675031,10314.339155150941
1,7.0330489711063535,50.0,60000.0,18352.87242992279,33.0,100.0,21,-78301.19309844809,10733.439120898478
1,11.202630146919612,50.0,60000.0,18704.818544888974,33.0,100.0,21,-78673.14443281991,11164.867311122796
1,5.749969006768136,50.0,60000.0,19054.802389376786,33.0,100.0,12,-79045.05175473024,11604.09824237733
1,7.236852801161739,50.0,60000.0,19166.196127999894,33.0,100.0,12,-79162.98531542905,11744.827090851524
1,6.7570619349875045,50.0,60000.0,19394.30171815297,33.0,100.0,12,-79405.09261737303,12036.188195130235
