iterID,x1,x2,x3,x4,x5,x6,f1,f2,Expected_f1,Uncertainty_f1,Acquisition_f1,Expected_f2,Uncertainty_f2,Acquisition_f2,Hypervolume_indicator
0,37.5,25.0,15000.0,15011.25,8.25,100.0,-30011.25,6291.263067512419,0.0,0.0,0.0,0.0,0.0,0.0,1309871791.5710511
0,12.5,37.5,60000.0,60045.0,24.75,75.0,-120045.0,56421.976797340394,0.0,0.0,0.0,0.0,0.0,0.0,1309871791.5710511
0,50.0,0.0,45000.0,30022.5,0.0,50.0,-75022.5,27333.519555171148,0.0,0.0,0.0,0.0,0.0,0.0,1309871791.5710511
0,25.0,12.5,0.0,45033.75,33.0,0.0,-45033.75,44090.41474259258,0.0,0.0,0.0,0.0,0.0,0.0,1309871791.5710511
0,0.0,50.0,30000.0,0.0,16.5,25.0,-30000.0,1833.6657262293975,0.0,0.0,0.0,0.0,0.0,0.0,1309871791.5710511
1,33.478903356559,50.0,60000.0,10860.211828589805,33.0,100.0,-70860.2118285898,11599.783022590826,-70474.49944242949,0.2754760173774843,-0.30545244140005057,3892.4675428329574,0.09838078818762318,-1.1058861568117155,2882718670.673272
1,0.0,50.0,60000.0,33220.30809939022,33.0,100.0,-93220.30809939023,27457.218102489005,-94151.02992327622,0.18877046800488262,-0.9973826389753686,31783.40020048591,0.09844033692970894,0.2178024904091327,2882718670.673272
1,0.0,50.0,60000.0,22308.39350954145,33.0,100.0,-82308.39350954142,19594.70524564895,-82507.95201578058,0.23172448223797887,-0.6571217547450807,15999.21039480137,0.10232767519851829,-0.5313066594288802,2882718670.673272
1,0.0,50.0,60000.0,44956.68545056758,33.0,100.0,-104956.68545056762,32718.25237283442,-106243.1485160929,0.1306486008416771,-1.3507664260889527,45160.594650825034,0.11648475738408512,0.8526769366288782,2882718670.673272
1,0.0,50.0,60000.0,27667.885759645676,33.0,100.0,-87667.88575964568,20860.978587617527,-88238.24333884404,0.21146451662386617,-0.8245855480799573,23896.519449630723,0.09563659141388131,-0.15650462366390983,2882718670.673272
2,0.0,16.68259866082911,60000.0,7869.849785384118,0.0,0.0,-67869.84978538413,10974.48126258975,-68271.14801664521,0.08274415123101189,0.19436413295352395,-84.74617329143439,0.38292853635102436,-1.5641752939940348,3037298744.6937656
2,0.0,50.0,60000.0,52773.62127948147,33.0,69.61791337865691,-112773.62127948151,41426.24982828622,-112761.79255564262,0.017600632702872834,-1.3384660549345426,42704.98205228824,0.26699056134041727,1.1232706106215495,3037298744.6937656
2,0.0,13.010784697950125,60000.0,17446.677265292623,0.0,0.0,-77446.67726529262,18024.110125062176,-77803.62071204718,0.07437654723486038,-0.13405686575606524,7489.215456116377,0.2005288501366141,-1.0884860805603391,3037298744.6937656
2,0.0,25.451310765106406,60000.0,22680.29414438722,0.0,0.0,-82680.29414438721,20959.43512057156,-82906.50885112738,0.0790874319170613,-0.30986598396611953,14167.75219103044,0.2847297470582696,-0.6690348023832531,3037298744.6937656
2,0.0,50.0,60000.0,47835.476407003305,33.0,100.0,-107835.47640700334,40265.443402159035,-107828.05418914463,0.0005404506111946209,-1.1684846310718058,35266.44305189219,0.12551846063326702,0.6560867325760875,3037298744.6937656
3,50.0,50.0,60000.0,167.91760490486624,33.0,100.0,-60167.91760490486,8397.188171126209,-60260.6053252659,0.009175846498784895,0.7053300599582144,4923.0877991607085,0.3532703863195684,-1.3757161443958092,3374249605.204256
3,0.0,50.0,60000.0,41012.0890195854,33.0,100.0,-101012.0890195854,40244.11545963356,-101011.74909688676,0.00292594223158358,-0.8137341740311967,25881.385469309265,0.23822883734784858,0.0376260317030761,3374249605.204256
3,0.0,50.0,60000.0,56768.915045692964,33.0,100.0,-116768.91504569298,50516.632781156404,-116757.6807851126,0.002293718332161565,-1.4006890284144902,48208.56457325455,0.16726910339327555,1.5432799926097167,3374249605.204256
3,34.21375840437707,50.0,48920.401927197236,0.0,33.0,100.0,-48920.401927197236,-3091.889569396885,-48989.76631236834,0.019471500377260833,1.1254686584597948,3497.0662610667023,0.2360063367261287,-1.4718812249540614,3374249605.204256
