step,intervened_set,relative_hv_improvement,previous_hv,current_hv,cost
0,,,,,0.0
1,X5X6,0.526513538539569,3140888038.776687,4794608114.229608,10.0
2,X11X12,0.3856476661596235,2828387727.8913093,3919148854.147113,5.0
3,X5X6,0.18152795871578445,4794608114.229608,5664963538.047845,10.0
4,X11X12,0.15325764409828802,3919148854.147113,4519788374.404204,5.0
5,X11X12,0.17663322042740137,4519788374.404204,5318133150.625548,5.0
6,X5X6,0.04584102531521401,5664963538.047845,5924651275.00526,10.0
7,X5X6,0.009334023550992715,5924651275.00526,5979952109.537579,10.0
8,X11X12,0.008212560670523348,5318133150.625548,5361808641.778982,5.0
9,X11X12,0.022380167002502237,5361808641.778982,5481806814.6174555,5.0
10,X11X12,0.04384497672883407,5481806814.6174555,5722156506.836322,5.0
11,X11X12,0.005408177753455574,5722156506.836322,5753102946.358385,5.0
12,X11X12,0.006944778720224646,5753102946.358385,5793056973.2755165,5.0
13,X5X6,0.003105761829289161,5979952109.537579,5998524416.540358,10.0
14,X11X12,0.0,5793056973.2755165,5793056973.2755165,5.0
15,X11X12,0.05642833896046688,5793056973.2755165,6119949555.780804,5.0
16,X11X12,0.019966890947264275,6119949555.780804,6242145921.163837,5.0
17,X11X12,0.03092524435691233,6242145921.163837,6435185809.087333,5.0
18,X11X12,0.0012915593633563685,6435185809.087333,6443497233.5739975,5.0
19,X11X12,0.01935750302748577,6443497233.5739975,6568227250.780502,5.0
20,X11X12,0.030432947291133196,6568227250.780502,6768117764.49969,5.0
21,X11X12,0.003779011517095777,6768117764.49969,6793694559.480795,5.0
22,X11X12,0.026787441499990624,6793694559.480795,6975680255.061691,5.0
23,X11X12,0.0050404814452357175,6975680255.061691,7010841041.955227,5.0
24,X11X12,0.015876140382261213,7010841041.955227,7122146138.535027,5.0
25,X11X12,0.0,7122146138.535027,7122146138.535027,5.0
26,X11X12,0.0,7122146138.535027,7122146138.535027,5.0
27,X11X12,0.013109441603818184,7122146138.535027,7215513497.432011,5.0
28,X11X12,0.0020213102818014213,7215513497.432011,7230098289.052847,5.0
29,X11X12,0.002731661980003622,7230098289.052847,7249848473.660742,5.0
30,X11X12,0.000423029407323354,7249848473.660742,7252915372.763739,5.0
31,X11X12,0.0,7252915372.763739,7252915372.763739,5.0
32,X11X12,0.0,7252915372.763739,7252915372.763739,5.0
33,X11X12,0.010069269071743199,7252915372.763739,7325946929.206679,5.0
34,X11X12,0.0,7325946929.206679,7325946929.206679,5.0
35,X11X12,0.006995861202708536,7325946929.206679,7377198237.101818,5.0
36,X11X12,0.0,7377198237.101818,7377198237.101818,5.0
37,X11X12,0.0,7377198237.101818,7377198237.101818,5.0
38,X11X12,0.0,7377198237.101818,7377198237.101818,5.0
39,X11X12,0.00210265370881567,7377198237.101818,7392709930.335729,5.0
40,X11X12,0.0,7392709930.335729,7392709930.335729,5.0
41,X11X12,0.0,7392709930.335729,7392709930.335729,5.0
42,X11X12,1.3137327531502374e-05,7392709930.335729,7392807050.787429,5.0
43,X11X12,0.0,7392807050.787429,7392807050.787429,5.0
44,X11X12,0.0,7392807050.787429,7392807050.787429,5.0
45,X11X12,0.0,7392807050.787429,7392807050.787429,5.0
46,X11X12,0.01394677674174555,7392807050.787429,7495912880.2195635,5.0
47,X11X12,0.0,7495912880.2195635,7495912880.2195635,5.0
48,X11X12,0.0,7495912880.2195635,7495912880.2195635,5.0
49,X11X12,0.0004656377903021768,7495912880.2195635,7499403260.529407,5.0
50,X11X12,0.02817626221222145,7499403260.529407,7710708413.233272,5.0
51,X11X12,0.0,7710708413.233272,7710708413.233272,5.0
52,X11X12,0.0,7710708413.233272,7710708413.233272,5.0
53,X11X12,0.002423816524144301,7710708413.233272,7729397755.698125,5.0
54,X11X12,0.013739658606556265,7729397755.698125,7835597042.095699,5.0
55,X11X12,0.0,7835597042.095699,7835597042.095699,5.0
56,X11X12,0.0,7835597042.095699,7835597042.095699,5.0
57,X11X12,0.0,7835597042.095699,7835597042.095699,5.0
58,X11X12,0.0,7835597042.095699,7835597042.095699,5.0
59,X11X12,0.0,7835597042.095699,7835597042.095699,5.0
60,X11X12,0.0,7835597042.095699,7835597042.095699,5.0
61,X11X12,0.0,7835597042.095699,7835597042.095699,5.0
62,X11X12,0.0,7835597042.095699,7835597042.095699,5.0
63,X11X12,0.0,7835597042.095699,7835597042.095699,5.0
64,X11X12,0.01152846503803983,7835597042.095699,7925929448.647668,5.0
65,X11X12,0.0,7925929448.647668,7925929448.647668,5.0
66,X11X12,0.007174326465794793,7925929448.647668,7982792654.057123,5.0
67,X11X12,0.0,7982792654.057123,7982792654.057123,5.0
68,X11X12,0.0,7982792654.057123,7982792654.057123,5.0
69,X11X12,0.0,7982792654.057123,7982792654.057123,5.0
70,X11X12,0.0020570148167589324,7982792654.057123,7999213376.825633,5.0
71,X11X12,0.0,7999213376.825633,7999213376.825633,5.0
72,X11X12,0.0,7999213376.825633,7999213376.825633,5.0
73,X11X12,0.0,7999213376.825633,7999213376.825633,5.0
74,X11X12,0.0,7999213376.825633,7999213376.825633,5.0
75,X11X12,0.0,7999213376.825633,7999213376.825633,5.0
76,X11X12,0.0,7999213376.825633,7999213376.825633,5.0
77,X11X12,0.0016709710312288002,7999213376.825633,8012579830.650927,5.0
78,X11X12,0.0,8012579830.650927,8012579830.650927,5.0
79,X11X12,0.0,8012579830.650927,8012579830.650927,5.0
80,X11X12,0.0,8012579830.650927,8012579830.650927,5.0
81,X11X12,0.0,8012579830.650927,8012579830.650927,5.0
82,X11X12,0.010764326054811242,8012579830.650927,8098829852.488257,5.0
83,X11X12,0.009949390533297405,8098829852.488257,8179408273.5533905,5.0
84,X11X12,0.0,8179408273.5533905,8179408273.5533905,5.0
85,X11X12,0.0,8179408273.5533905,8179408273.5533905,5.0
86,X11X12,0.0,8179408273.5533905,8179408273.5533905,5.0
87,X11X12,0.0,8179408273.5533905,8179408273.5533905,5.0
88,X11X12,0.0073607869192979705,8179408273.5533905,8239615154.98096,5.0
89,X11X12,0.0,8239615154.98096,8239615154.98096,5.0
90,X11X12,0.0,8239615154.98096,8239615154.98096,5.0
91,X11X12,0.0,8239615154.98096,8239615154.98096,5.0
92,X11X12,0.0,8239615154.98096,8239615154.98096,5.0
93,X11X12,0.002190589686255611,8239615154.98096,8257664770.958177,5.0
94,X11X12,0.0,8257664770.958177,8257664770.958177,5.0
95,X11X12,0.0,8257664770.958177,8257664770.958177,5.0
96,X11X12,0.0,8257664770.958177,8257664770.958177,5.0
97,X11X12,0.0033666274125935523,8257664770.958177,8285465251.540092,5.0
98,X11X12,0.0,8285465251.540092,8285465251.540092,5.0
99,X11X12,0.0,8285465251.540092,8285465251.540092,5.0
100,X11X12,0.0,8285465251.540092,8285465251.540092,5.0
