step,intervened_set,relative_hv_improvement,previous_hv,current_hv,cost,time
0,,,,,0.0,0.0
1,X1X2X3X4,0.44054159089431427,928.0472892376865,1336.8907184636128,20.0,7.379633903503418
2,X1X2X3X4,0.012274610592505944,1336.8907184636128,1353.300531437489,20.0,11.861988306045532
3,X1X2X3X4,0.32170427793410566,1353.300531437489,1788.663101731428,20.0,15.055446147918701
4,X1X2X3X4,0.0101302274600429,1788.663101731428,1806.7826658013532,20.0,15.9241042137146
5,X1X2X3X4,0.010700942495575936,1806.7826658013532,1826.116943210097,20.0,5.543124198913574
6,X1X2X3X4,0.10429856034540635,1826.116943210097,2016.5783114092642,20.0,14.848528146743774
7,X1X2X3X4,0.020905426416604336,2016.5783114092642,2058.735740911751,20.0,6.522655010223389
8,X1X2X3X4,0.0,2058.735740911751,2058.735740911751,20.0,17.998459815979004
9,X1X2X3X4,0.0,2058.735740911751,2058.735740911751,20.0,19.863992929458618
10,X1X2X3X4,0.0,2058.735740911751,2058.735740911751,20.0,17.667099952697754
