step,intervened_set,relative_hv_improvement,previous_hv,current_hv,cost
0,,,,,0.0
1,X1X2X3X4,1.0033568087747478,849.1860214813206,1701.222598050943,20.0
2,X1X2X3X4,0.16114106120662947,1701.222598050943,1975.359412849571,20.0
3,X1X2X3X4,0.019519779485852914,1975.359412849571,2013.9179929936986,20.0
4,X1X2X3X4,0.018876183421947655,2013.9179929936986,2051.9330784262083,20.0
5,X1X2X3X4,0.011132369782625537,2051.9330784262083,2074.77595622445,20.0
6,X1X2X3X4,0.008448430730152487,2074.77595622445,2092.304557171198,20.0
7,X1X2X3X4,0.005998971456297654,2092.304557171198,2104.8562324875497,20.0
8,X1X2X3X4,0.004201842832758901,2104.8562324875497,2113.7005075620154,20.0
9,X1X2X3X4,0.0018933104030783188,2113.7005075620154,2117.7023987219745,20.0
10,X1X2X3X4,0.00143803103597703,2117.7023987219745,2120.7477204962997,20.0
