f1,f2,f3
0.0,125.0,75.0
0.06925207756232686,119.80609418282548,75.0
0.27700831024930744,114.75069252077562,75.0
0.06925207756232686,122.4376731301939,69.80609418282548
0.13850415512465372,117.24376731301938,69.80609418282548
0.3462603878116343,112.18836565096952,69.80609418282548
0.6925207756232687,107.27146814404433,69.80609418282548
1.1772853185595566,102.49307479224376,69.80609418282548
0.27700831024930744,120.01385041551247,64.75069252077562
0.3462603878116343,114.81994459833794,64.75069252077562
0.5540166204986149,109.76454293628808,64.75069252077562
0.9002770083102494,104.8476454293629,64.75069252077562
1.3850415512465373,100.06925207756233,64.75069252077562
2.008310249307479,95.42936288088643,64.75069252077562
2.770083102493075,90.92797783933517,64.75069252077562
0.6232686980609419,117.72853185595568,59.833795013850434
0.6925207756232687,112.53462603878116,59.833795013850434
0.9002770083102494,107.4792243767313,59.833795013850434
1.2465373961218837,102.56232686980611,59.833795013850434
1.7313019390581716,97.78393351800554,59.833795013850434
2.3545706371191133,93.14404432132964,59.833795013850434
3.1163434903047094,88.64265927977839,59.833795013850434
4.016620498614959,84.27977839335182,59.833795013850434
5.055401662049861,80.05540166204987,59.833795013850434
1.1080332409972298,115.58171745152355,55.05540166204986
1.1772853185595566,110.38781163434902,55.05540166204986
1.3850415512465373,105.33240997229916,55.05540166204986
1.7313019390581716,100.41551246537398,55.05540166204986
2.2160664819944595,95.6371191135734,55.05540166204986
2.839335180055401,90.99722991689751,55.05540166204986
3.6011080332409975,86.49584487534625,55.05540166204986
4.501385041551246,82.13296398891968,55.05540166204986
5.540166204986149,77.90858725761774,55.05540166204986
6.717451523545706,73.82271468144044,55.05540166204986
8.033240997229916,69.87534626038781,55.05540166204986
1.7313019390581714,113.57340720221606,50.415512465373965
1.8005540166204983,108.37950138504154,50.415512465373965
2.008310249307479,103.32409972299168,50.415512465373965
2.3545706371191133,98.4072022160665,50.415512465373965
2.839335180055401,93.62880886426592,50.415512465373965
3.462603878116343,88.98891966759003,50.415512465373965
4.224376731301939,84.48753462603877,50.415512465373965
5.124653739612188,80.1246537396122,50.415512465373965
6.16343490304709,75.90027700831025,50.415512465373965
7.340720221606647,71.81440443213296,50.415512465373965
8.656509695290858,67.86703601108033,50.415512465373965
10.110803324099722,64.05817174515235,50.415512465373965
11.703601108033242,60.38781163434903,50.415512465373965
2.4930747922437675,111.70360110803324,45.914127423822706
2.5623268698060944,106.50969529085872,45.914127423822706
2.770083102493075,101.45429362880886,45.914127423822706
3.1163434903047094,96.53739612188367,45.914127423822706
3.6011080332409975,91.7590027700831,45.914127423822706
4.224376731301939,87.1191135734072,45.914127423822706
4.986149584487535,82.61772853185595,45.914127423822706
5.886426592797784,78.25484764542938,45.914127423822706
