step,intervened_set,relative_hv_improvement,previous_hv,current_hv,cost,time
0,,,,,0.0,0.0
1,X1X2X3X4,0.5951472992473142,1243.1480430300082,1983.0042434039017,20.0,4.460826873779297
2,X1X2X3X4,0.01236274769864014,1983.0042434039017,2007.519624550437,20.0,3.912132978439331
3,X1X2X3X4,0.0468912882577043,2007.519624550437,2101.6548059482298,20.0,4.942375183105469
4,X1X2X3X4,0.013752729974938848,2101.6548059482298,2130.5582969949683,20.0,5.529942989349365
5,X1X2X3X4,0.006237877394019662,2130.5582969949683,2143.848458432434,20.0,5.883459806442261
6,X1X2X3X4,0.001827511052051936,2143.848458432434,2147.766365184144,20.0,5.35744309425354
7,X1X2X3X4,0.004826384817051621,2147.766365184144,2158.132312159643,20.0,5.41671085357666
8,X1X2X3X4,0.002650455881867347,2158.132312159643,2163.8523466402544,20.0,5.356665134429932
9,X1X2X3X4,0.0014234244786584399,2163.8523466402544,2166.9324270386646,20.0,5.161348819732666
10,X1X2X3X4,0.0016116225050173754,2166.9324270386646,2170.424704104932,20.0,5.62556004524231
