step,intervened_set,relative_hv_improvement,previous_hv,current_hv,cost
0,,,,,0.0
1,X1X2,0.2899226211369692,362.0666903904362,467.03801429481894,10.0
2,X1X2,0.040768200998105936,467.03801429481894,486.0783139353464,10.0
3,X1X2,0.016758433580799308,486.0783139353464,494.2242250744988,10.0
4,X1X2,0.007995043440996864,494.2242250744988,498.17556922356243,10.0
5,X1X2,0.005506943186211299,498.17556922356243,500.91899378003507,10.0
6,X1X2,0.003040935876549055,500.91899378003507,502.4422563194656,10.0
7,X1X2,0.0027269294796325567,502.4422563194656,503.8123809200363,10.0
8,X1X2,0.0031992767922775335,503.8123809200363,505.42421617797584,10.0
9,X1X2,0.0013144211312740555,505.42421617797584,506.0885564479778,10.0
10,X1X2,0.001089515664374102,506.0885564479778,506.63994785778834,10.0
11,X1X2,0.0011152996513737962,506.63994785778834,507.2050032150062,10.0
12,X1X2,0.00037182861245549316,507.2050032150062,507.3935965475821,10.0
13,X1X2,0.0007104425884555953,507.3935965475821,507.75407056767915,10.0
14,X1X2,0.0002531065258760979,507.75407056767915,507.88258643648,10.0
15,X1X2,0.0005520503485794615,507.88258643648,508.1629631953597,10.0
