step,intervened_set,relative_hv_improvement,previous_hv,current_hv,cost,time
0,,,,,0.0,0.0
1,X1X2X3X4,0.6741959136766058,1101.9003842432153,1844.7971205786728,20.0,0.6765451431274414
2,X1X2X3X4,0.014440932047401225,1844.7971205786728,1871.4377104381908,20.0,0.7485158443450928
3,X1X2X3X4,0.0,1871.4377104381908,1871.4377104381908,20.0,0.7382431030273438
4,X1X2X3X4,0.03891857089208422,1871.4377104381908,1944.2713916419993,20.0,0.6670238971710205
5,X1X2X3X4,0.0,1944.2713916419993,1944.2713916419993,20.0,0.6727550029754639
6,X1X2X3X4,0.0020688253387206768,1944.2713916419993,1948.293749562378,20.0,0.7538039684295654
7,X1X2X3X4,0.008937664378383581,1948.293749562378,1965.706945206469,20.0,0.8655800819396973
8,X1X2X3X4,0.000699922284892863,1965.706945206469,1967.0827873029878,20.0,0.748572826385498
9,X1X2X3X4,0.00014608155768446325,1967.0827873029878,1967.3701418206513,20.0,0.8802649974822998
10,X1X2X3X4,0.0034974829202462157,1967.3701418206513,1974.2509852894714,20.0,0.7421650886535645
