step,intervened_set,relative_hv_improvement,previous_hv,current_hv,cost
0,,,,,0.0
1,X5X6,0.011563366016566275,3677429392.201616,3719952854.263722,10.0
2,X5X6,0.0962793192656304,3719952854.263722,4078107382.772472,10.0
3,X5X6,0.008469273032157677,4078107382.772472,4112645987.65163,10.0
4,X5X6,0.04980632975408489,4112645987.65163,4317481789.874421,10.0
5,X5X6,0.0068424013030094774,4317481789.874421,4347023732.899178,10.0
6,X5X6,0.008737381382530076,4347023732.899178,4385005337.132427,10.0
7,X5X6,0.0035270730674048095,4385005337.132427,4400471571.357453,10.0
8,X5X6,0.15319632946080852,4400471571.357453,5074607663.986052,10.0
9,X5X6,0.010139605193030313,5074607663.986052,5126062182.208396,10.0
10,X5X6,0.009032370763136524,5126062182.208396,5172362676.392995,10.0
11,X5X6,0.0011359867684348575,5172362676.392995,5178238411.954924,10.0
12,X11X12,0.0,4882122220.309835,4882122220.309835,5.0
13,X11X12,0.0,4882122220.309835,4882122220.309835,5.0
14,X11X12,0.025446072366601187,4882122220.309835,5006353055.630431,5.0
15,X11X12,0.0,5006353055.630431,5006353055.630431,5.0
16,X11X12,0.0,5006353055.630431,5006353055.630431,5.0
17,X11X12,0.0,5006353055.630431,5006353055.630431,5.0
18,X11X12,0.0,5006353055.630431,5006353055.630431,5.0
19,X11X12,0.0,5006353055.630431,5006353055.630431,5.0
20,X11X12,0.0,5006353055.630431,5006353055.630431,5.0
21,X11X12,0.0,5006353055.630431,5006353055.630431,5.0
22,X11X12,0.0,5006353055.630431,5006353055.630431,5.0
23,X11X12,0.0,5006353055.630431,5006353055.630431,5.0
24,X11X12,0.0,5006353055.630431,5006353055.630431,5.0
25,X11X12,0.0,5006353055.630431,5006353055.630431,5.0
26,X11X12,0.0,5006353055.630431,5006353055.630431,5.0
27,X11X12,0.0,5006353055.630431,5006353055.630431,5.0
28,X11X12,0.0,5006353055.630431,5006353055.630431,5.0
29,X11X12,0.0,5006353055.630431,5006353055.630431,5.0
30,X11X12,0.0,5006353055.630431,5006353055.630431,5.0
31,X11X12,0.0,5006353055.630431,5006353055.630431,5.0
32,X11X12,0.04287070068798313,5006353055.630431,5220978919.016733,5.0
33,X11X12,0.0,5220978919.016733,5220978919.016733,5.0
34,X11X12,0.0,5220978919.016733,5220978919.016733,5.0
35,X11X12,0.0,5220978919.016733,5220978919.016733,5.0
36,X11X12,0.0,5220978919.016733,5220978919.016733,5.0
37,X11X12,0.0,5220978919.016733,5220978919.016733,5.0
38,X11X12,0.0,5220978919.016733,5220978919.016733,5.0
39,X11X12,0.0,5220978919.016733,5220978919.016733,5.0
40,X11X12,0.0,5220978919.016733,5220978919.016733,5.0
41,X11X12,0.0,5220978919.016733,5220978919.016733,5.0
42,X11X12,0.0,5220978919.016733,5220978919.016733,5.0
43,X11X12,0.0,5220978919.016733,5220978919.016733,5.0
44,X11X12,0.01115408676894751,5220978919.016733,5279214170.898292,5.0
45,X11X12,0.0,5279214170.898292,5279214170.898292,5.0
46,X11X12,0.0,5279214170.898292,5279214170.898292,5.0
47,X11X12,0.0,5279214170.898292,5279214170.898292,5.0
48,X11X12,0.017351915902522455,5279214170.898292,5370818651.223124,5.0
49,X11X12,9.784345243173568e-05,5370818651.223124,5371344150.662344,5.0
50,X11X12,0.0,5371344150.662344,5371344150.662344,5.0
51,X11X12,0.0,5371344150.662344,5371344150.662344,5.0
52,X11X12,0.0,5371344150.662344,5371344150.662344,5.0
53,X11X12,0.0,5371344150.662344,5371344150.662344,5.0
54,X11X12,0.0,5371344150.662344,5371344150.662344,5.0
55,X11X12,0.0,5371344150.662344,5371344150.662344,5.0
56,X11X12,0.0,5371344150.662344,5371344150.662344,5.0
57,X11X12,0.0,5371344150.662344,5371344150.662344,5.0
58,X11X12,0.0,5371344150.662344,5371344150.662344,5.0
59,X11X12,0.0,5371344150.662344,5371344150.662344,5.0
60,X11X12,0.0,5371344150.662344,5371344150.662344,5.0
61,X11X12,0.0,5371344150.662344,5371344150.662344,5.0
62,X11X12,0.0,5371344150.662344,5371344150.662344,5.0
63,X11X12,0.0,5371344150.662344,5371344150.662344,5.0
64,X11X12,0.0,5371344150.662344,5371344150.662344,5.0
65,X11X12,0.0,5371344150.662344,5371344150.662344,5.0
66,X11X12,0.0,5371344150.662344,5371344150.662344,5.0
67,X11X12,0.0,5371344150.662344,5371344150.662344,5.0
