iterID,x1,x2,x3,x4,x5,x6,x7,x8,Pareto_f1,Pareto_f2
0,0.2631578947368421,0.2631578947368421,1.5789473684210527,0.5263157894736842,4.2105263157894735,2.3684210526315788,1.3157894736842104,3.6842105263157894,0.3439365319741731,47.16060947945681
0,0.5263157894736842,1.0526315789473684,2.3684210526315788,3.1578947368421053,3.6842105263157894,5.0,2.1052631578947367,2.631578947368421,3.5691894682095664,42.79232933705799
0,4.2105263157894735,1.3157894736842104,4.473684210526316,4.473684210526316,4.473684210526316,3.6842105263157894,2.631578947368421,0.7894736842105263,17.474194966826566,25.08686959563665
0,1.5789473684210527,3.6842105263157894,5.0,1.3157894736842104,2.631578947368421,0.5263157894736842,3.4210526315789473,1.0526315789473684,40.030846644314224,7.4241993744702865
0,1.3157894736842104,4.2105263157894735,4.7368421052631575,3.4210526315789473,0.5263157894736842,2.631578947368421,2.3684210526315788,0.5263157894736842,47.54081507603761,6.7171823943300435
1,0.2631578947368421,0.2631578947368421,1.5789473684210527,0.5263157894736842,4.2105263157894735,2.3684210526315788,1.3157894736842104,3.6842105263157894,0.3439365319741731,47.16060947945681
1,0.0,0.4886079822817607,5.0,5.0,0.0,0.0,0.0,0.0,0.5679982991914345,22.822363295309845
1,0.0,1.9098026839806086,5.0,5.0,0.0,0.0,0.0,0.0,7.165614905915906,14.960007775434544
1,0.0,2.2395537117902915,5.0,5.0,0.0,0.0,0.0,0.0,10.117194201068003,12.860464194130625
1,0.0,2.541968519551733,5.0,5.0,0.0,0.0,0.0,0.0,13.049441863217764,12.44303037462749
1,0.0,3.119781749583262,5.0,5.0,0.0,0.0,0.0,0.0,19.43158813663609,9.100985439700827
1,0.0,3.4177206710336923,5.0,5.0,0.0,0.0,0.0,0.0,23.385268006169635,6.8936599721846905
1,0.0,3.8316410493526125,5.0,5.0,0.0,0.0,0.0,0.0,29.34063429400317,6.862780729050062
1,0.0,4.204718572014215,5.0,5.0,0.0,0.0,0.0,0.0,35.40641825444184,3.056448574291267
1,0.0,4.894070458543473,5.0,5.0,0.0,0.0,0.0,0.0,47.906229766480344,-0.5502719510702362
2,0.0,0.2837766308274184,5.0,0.0,0.0,0.0,0.0,0.0,0.1894768618641721,23.652744169802386
2,0.0,0.4886079822817607,5.0,5.0,0.0,0.0,0.0,0.0,0.5679982991914345,22.822363295309845
2,0.0,1.5292884133672935,5.0,0.0,0.0,0.0,0.0,0.0,4.6651786678307055,18.145537820593628
2,0.0,1.7703973965448347,5.0,2.3240846646227653,0.0,0.0,0.0,0.0,6.287786699479878,16.06193165293982
2,0.0,1.9098026839806086,5.0,5.0,0.0,0.0,0.0,0.0,7.165614905915906,14.960007775434544
2,0.0,2.0792391513284207,5.0,3.5576827852028354,0.0,0.0,0.0,0.0,8.843351794049251,13.850933432041666
2,0.0,2.2395537117902915,5.0,5.0,0.0,0.0,0.0,0.0,10.117194201068003,12.860464194130625
2,0.0,2.541968519551733,5.0,5.0,0.0,0.0,0.0,0.0,13.049441863217764,12.44303037462749
2,0.0,2.9622968462880483,5.0,3.9748676183673517,0.0,0.0,0.0,5.0,17.79030563276847,10.868089937056927
2,0.0,3.119781749583262,5.0,5.0,0.0,0.0,0.0,0.0,19.43158813663609,9.100985439700827
2,0.0,3.262275552512554,5.0,3.668173429261004,0.0,0.0,0.0,5.0,21.305950385036514,7.726596422824407
2,0.0,3.4177206710336923,5.0,5.0,0.0,0.0,0.0,0.0,23.385268006169635,6.8936599721846905
2,0.0,3.8316410493526125,5.0,5.0,0.0,0.0,0.0,0.0,29.34063429400317,6.862780729050062
2,0.0,4.032289098026982,5.0,5.0,0.0,0.0,0.0,5.0,32.578902991574445,4.419568585430935
2,0.0,4.204718572014215,5.0,5.0,0.0,0.0,0.0,0.0,35.40641825444184,3.056448574291267
2,0.0,4.894070458543473,5.0,5.0,0.0,0.0,0.0,0.0,47.906229766480344,-0.5502719510702362
3,0.0,0.22282197355140487,5.0,0.0,5.0,0.0,5.0,0.0,0.05521751600886916,24.034880428790984
3,0.0,0.2837766308274184,5.0,0.0,0.0,0.0,0.0,0.0,0.1894768618641721,23.652744169802386
3,0.0,0.4886079822817607,5.0,5.0,0.0,0.0,0.0,0.0,0.5679982991914345,22.822363295309845
3,0.0,1.0344416808892,5.0,5.0,5.0,0.0,0.0,0.0,1.9721027520610912,20.72053867271878
3,0.0,1.3071116829172793,5.0,5.0,5.0,0.0,0.0,0.0,3.4048901122319144,19.409816755767245
3,0.0,1.5292884133672935,5.0,0.0,0.0,0.0,0.0,0.0,4.6651786678307055,18.145537820593628
3,0.0,1.717908713067783,5.0,5.0,5.0,0.0,0.0,0.0,5.815715163427526,16.549154514836317
3,0.0,1.7703973965448347,5.0,2.3240846646227653,0.0,0.0,0.0,0.0,6.287786699479878,16.06193165293982
3,0.0,1.9098026839806086,5.0,5.0,0.0,0.0,0.0,0.0,7.165614905915906,14.960007775434544
3,0.0,2.0327458668337393,5.0,5.0,5.0,0.020164718589766956,0.0,0.0,8.265661123981229,14.149718980867492
3,0.0,2.0792391513284207,5.0,3.5576827852028354,0.0,0.0,0.0,0.0,8.843351794049251,13.850933432041666
3,0.0,2.2395537117902915,5.0,5.0,0.0,0.0,0.0,0.0,10.117194201068003,12.860464194130625
3,0.0,2.541968519551733,5.0,5.0,0.0,0.0,0.0,0.0,13.049441863217764,12.44303037462749
3,0.0,2.901071527521534,5.0,5.0,5.0,0.0,0.0,0.0,16.924194566745854,11.349736298345995
