iterID,x1,x2,x3,Pareto_f1,Pareto_f2,Pareto_f3
0,0.0,0.7894736842105263,0.2631578947368416,0.6235321989712855,117.72508118298472,84.83973956299319
0,1.3157894736842104,1.3157894736842104,-1.8421052631578947,3.4605305987798682,88.98685372945776,75.31254868441053
0,1.0526315789473684,1.5789473684210527,4.473684210526315,3.592374940327327,91.76351473905977,70.93309323722508
0,0.2631578947368421,2.1052631578947367,3.421052631578947,4.51373860915053,103.18111019763208,62.487797175341484
0,2.1052631578947367,0.5263157894736842,5.0,4.7073070518797495,82.35425104422633,89.94160424810627
0,0.7894736842105263,2.3684210526315788,-3.947368421052632,6.22653060993092,91.7595517419417,58.30865326158275
0,2.3684210526315788,1.8421052631578947,2.3684210526315788,9.00230320831325,68.22240196669647,66.4149001789458
0,3.4210526315789473,0.2631578947368421,-1.3157894736842106,11.769099590353106,65.71699740506199,94.80588410296039
0,1.8421052631578947,3.1578947368421053,-4.473684210526316,13.366709051148637,69.93610492145228,46.91089938076674
0,3.9473684210526314,0.0,-2.8947368421052633,15.593811248968626,61.63765108709997,100.02088248022454
0,2.894736842105263,3.4210526315789473,-0.2631578947368425,20.079723314456732,52.97295641340662,43.27763780601886
0,1.5789473684210527,4.2105263157894735,-3.4210526315789473,20.21462500426711,71.53766966234917,33.51788802418211
0,0.5263157894736842,4.473684210526316,3.947368421052632,20.290801758955965,90.02591685161002,30.58197719474156
0,3.6842105263157894,2.894736842105263,1.8421052631578947,21.95904485677548,44.32604208964336,50.42653676497899
0,2.631578947368421,3.9473684210526314,1.3157894736842106,22.50177423783491,55.39717360026684,36.661132264076386
0,5.0,1.0526315789473684,0.7894736842105257,26.104103029417725,40.5876931811935,79.99824042055074
0,4.7368421052631575,2.631578947368421,2.894736842105263,29.3683108705285,33.313399321843704,54.29868733902974
0,4.2105263157894735,3.6842105263157894,-5.0,31.303610528054303,35.24632979201284,40.01518111662448
0,3.1578947368421053,5.0,-0.7894736842105265,34.97549950417174,46.81103166183226,24.97342992073482
0,4.473684210526316,4.7368421052631575,-2.368421052631579,42.45008633903756,30.616253399082115,27.735408341678127
1,0.0,0.7894736842105263,0.2631578947368416,0.6235321989712855,117.72508118298472,84.83973956299319
1,1.3157894736842104,1.3157894736842104,-1.8421052631578947,3.4605305987798682,88.98685372945776,75.31254868441053
1,1.0526315789473684,1.5789473684210527,4.473684210526315,3.592374940327327,91.76351473905977,70.93309323722508
1,0.2631578947368421,2.1052631578947367,3.421052631578947,4.51373860915053,103.18111019763208,62.487797175341484
1,2.1052631578947367,0.5263157894736842,5.0,4.7073070518797495,82.35425104422633,89.94160424810627
1,0.7894736842105263,2.3684210526315788,-3.947368421052632,6.22653060993092,91.7595517419417,58.30865326158275
1,1.0236555013454112,2.644807133895588,2.0356150879270496,8.039731623217012,86.1452798543804,53.72423817622273
1,2.050908004556951,2.0507903374047736,2.162389512515178,8.387822509663815,71.88046045639403,64.66266307535236
