step,intervened_set,relative_hv_improvement,previous_hv,current_hv,cost,time
0,,,,,0.0,0.0
1,X1X2X3X4,0.24062747370814758,1366.9773061451906,1695.9096019392769,20.0,0.23783493041992188
2,X1X2X3X4,0.150594000223175,1695.9096019392769,1951.303412912205,20.0,0.21910309791564941
3,X1X2X3X4,0.01839164994412427,1951.303412912205,1987.1911022172612,20.0,0.22762179374694824
4,X1X2X3X4,0.01871705101537493,1987.1911022172612,2024.3854594547608,20.0,0.2359607219696045
5,X1X2X3X4,0.0007077035804826205,2024.3854594547608,2025.818124292694,20.0,0.25705718994140625
6,X1X2X3X4,0.028422166298724284,2025.818124292694,2083.3962639123106,20.0,0.27630090713500977
7,X1X2X3X4,0.012008001816414902,2083.3962639123106,2108.4136900336816,20.0,0.5400059223175049
8,X1X2X3X4,0.0,2108.4136900336816,2108.4136900336816,20.0,0.3123629093170166
9,X1X2X3X4,0.004826264683755003,2108.4136900336816,2118.5894525646368,20.0,0.32898807525634766
10,X1X2X3X4,0.0012684083185862322,2118.5894525646368,2121.276689049939,20.0,0.5934979915618896
