step,intervened_set,relative_hv_improvement,previous_hv,current_hv,cost
0,,,,,0.0
1,X2X3,0.36726009048767255,893.761457908433,1222.0043718142783,10.0
2,X1X2X3,0.21774636846788636,1494.1771713030726,1819.5288242019355,15.0
3,X1X2X3,0.17997532436997357,1819.5288242019355,2146.9991145381955,15.0
4,X2X3,0.020056074489711685,1222.0043718142783,1246.5129825221388,10.0
5,X1X2X3,0.017911056217353307,2146.9991145381955,2185.454136377297,15.0
6,X2X3,0.008848828403421567,1246.5129825221388,1257.5431620071145,10.0
7,X2X3,0.0021337126915362084,1257.5431620071145,1260.2263978120436,10.0
8,X2X3,0.0023633618087287355,1260.2263978120436,1263.2047687509844,10.0
9,X2X3,0.0041946672669949045,1263.2047687509844,1268.503492445976,10.0
10,X1X2X3,0.001502204238493721,2185.454136377297,2188.7371348439965,15.0
11,X1X2X3,0.002827666359613778,2188.7371348439965,2194.9261532102323,15.0
12,X1X2X3,0.010135740558084293,2194.9261532102323,2217.173355243325,15.0
13,X1X2X3,0.007303147363376899,2217.173355243325,2233.36569898682,15.0
14,X1X2X3,0.0021865866064866768,2233.36569898682,2238.2491465116113,15.0
15,X1X2X3,0.0018691528405282848,2238.2491465116113,2242.4327762616235,15.0
16,X1X2X3,0.0031818202719410293,2242.4327762616235,2249.5677943275978,15.0
