step,intervened_set,relative_hv_improvement,previous_hv,current_hv,cost,time
0,,,,,0.0,0.0
1,ciweightbmiaspirin,0.07654864582329582,0.33584144290508255,0.36154965057080835,40.0,6.546711683273315
2,ciweightbmiaspirin,0.009468495093753148,0.36154965057080835,0.3649729816633862,40.0,6.750776052474976
3,ciweightbmiaspirin,0.04523468319581141,0.3649729816633862,0.38148241886396017,40.0,6.742350101470947
