iterID,x1,x2,f1,f2,f3,Expected_f1,Uncertainty_f1,Acquisition_f1,Expected_f2,Uncertainty_f2,Acquisition_f2,Expected_f3,Uncertainty_f3,Acquisition_f3,Hypervolume_indicator
2,2.998225211132366,2.98691148586809,17.850590990743278,52.92106977357071,23.519958536741385,17.876672238541815,0.002662264136985716,0.15031184887993732,53.03545835659092,0.00070708643662727,-0.6161396131865331,24.01524717270368,0.0029472252119763366,-0.3911422514802325,101915.34926116987
2,0.734703004346626,3.787168492284268,14.908265454108701,87.32216110023968,13.478671460263552,14.883292120253305,0.001161785505058664,-0.22066672578148427,87.31410415609729,0.0,0.9957852642473881,13.648695080121456,0.0013418610518444165,-0.8979073928148864,101915.34926116987
3,2.2278245369876926,4.88385949402082,28.751500728255728,60.40480573840153,0.9150648367307332,28.859394525146367,0.006369553548376674,1.6701352657109965,60.377428016127254,0.0025173749776312726,-0.41003722620371263,1.3975777405301848,0.010646692279065145,-1.5467798155640367,103960.15602992143
3,1.4591427581542973,0.8672867918694555,2.899371516526967,89.97434429345094,58.7682015508712,2.8994842629856397,0.005833915501426026,-1.539587525989191,90.06800180991414,0.0021868665970698692,1.0134436659354833,58.250954416052096,0.01512948596076051,1.290498212536761,103960.15602992143
3,2.161461385235582,4.063499042621674,21.25362345208919,62.28270667935303,10.251715229512802,21.18461077356438,0.004350938786672091,0.7212133287684992,62.3650154268434,0.0021204800200609096,-0.31474460167373763,10.51966378167814,0.013684052128765821,-1.091540464650734,103960.15602992143
3,1.9968858370385845,2.4521850169231127,9.993563449301096,70.41660072320144,31.96934858545769,9.924021874707483,0.0042016026092182406,-0.6710630108500482,70.49188389443313,0.001999044793716371,0.07488889132946497,32.50857030398378,0.011688120874823871,0.005819885531622049,103960.15602992143
3,3.4880435443304485,3.133141346388801,21.96738570804164,45.879004291801905,22.337917488949206,21.92205523239369,0.0045761808975900995,0.8123920833641023,45.712495956948985,0.00025496452361221163,-1.11313076409715,21.86162294364098,0.008405140830274632,-0.5255179448360252,103960.15602992143
3,0.9825263935456473,3.0578381833545554,10.251871418933783,85.10458154216973,23.538993852472544,10.40584951488945,0.004044801633467621,-0.6114891085235286,85.1323986020536,0.0018437053272062844,0.776811766991159,23.454192854197625,0.007805926158670025,-0.44604045590470776,103960.15602992143
3,4.976207342087066,2.619329756732282,31.660235200002717,30.927781431132697,29.413309038909933,31.255162253634992,0.018735921539287822,1.9663516317959875,31.026543712669337,0.007400114109240834,-1.8172320909288828,28.81784096125275,0.018908723526735893,-0.17836662869359543,103960.15602992143
3,3.5605902531715685,3.8365819586104437,27.402462685865547,42.86451713944079,13.056297157902659,27.40115045776856,0.004185431510230226,1.4898357511265203,42.88505676351255,0.0019269079408557707,-1.2486891299777199,13.198708772504222,0.00994169783037321,-0.9578422406710665,103960.15602992143
3,1.7590301086896851,1.8774519708434338,6.675283500454815,77.62009450073663,40.75522009599134,6.566606332533697,0.0039013320671202802,-1.0861789753544144,77.61946047243353,0.0013379359378259932,0.41661246785952244,40.87237923056643,0.002634880696535542,0.42321728013251914,103960.15602992143
3,4.217729641278767,1.9211041868394068,21.495720547390114,42.925653885216796,40.08799525286814,21.534958108135182,0.004464034541528467,0.7645308061182732,42.80474988456416,0.0025303895788235443,-1.2525393522228114,40.37671581170325,0.010133003588303468,0.3984811077201016,103960.15602992143
4,0.7594685627575194,2.598993931220055,7.257087652826674,91.09042872822002,29.683194026853656,7.266297339165924,0.002969027407952464,-1.021940960259144,91.13422681864506,0.0017626439300526,1.1487851678393781,29.82555921761028,0.009880641856098365,-0.07771494925901834,105134.12029639156
4,0.3197994152981981,4.411673287341223,19.54314169010985,93.9484038424697,6.123383497423219,18.912465959153916,0.030481111349208032,0.35208240833071613,93.925068337131,0.012638036232096923,1.2833680438634474,5.360906173276028,0.03057596379321019,-1.336931076817109,105134.12029639156
4,3.129681393803909,2.0716686804320195,14.123997121780633,55.75602286518993,37.940029771046746,14.098560510198888,0.0022073647259975016,-0.21586562650145424,55.8187360747164,0.000719744174149474,-0.5542353301134426,37.64071828025264,0.003726759267980187,0.3245378157108121,105134.12029639156
4,3.057072781592982,1.4134150224509838,11.288426435816671,61.04822339893012,48.769491386774945,11.306853166318785,0.008637634732518372,-0.5452332712538919,61.1332564836801,0.003724941358436512,-0.2979529734875541,48.86947703117838,0.0198013584983542,0.9024914080222004,105134.12029639156
4,4.248190268226985,3.224750906008138,28.442833884271057,36.20817176441137,21.09399630394182,28.23198606666557,0.004687563662968989,1.4516061083213572,36.189980747165386,0.0022839465343717953,-1.5007936807960505,22.45480137722705,0.0194397668412912,-0.45709401211007616,105134.12029639156
4,4.179227877797648,2.758159660953595,25.08216421605684,38.93794547156232,27.33260459608999,25.03094216794254,0.0014277023521978003,1.0739446417701402,38.84611441785343,0.000728171564003509,-1.3727068273728946,26.78035247803166,0.009683406975560546,-0.23445428381148758,105134.12029639156
4,2.075781224059901,3.1003216591758114,13.92672546796588,66.43313443781909,22.080637669611438,13.887640725700617,0.0021171884415934934,-0.24075009471198427,66.37888352613707,0.0006294370063319638,-0.04499286477221176,22.283546084888293,0.005644007802486515,-0.46590866505658823,105134.12029639156
4,1.2793952170372247,2.1488655166588595,6.2475276179688,84.19271482148963,36.79247137275725,6.222693288122029,0.0029899468922270052,-1.1450661184530873,84.16187804361712,0.0015305415594946052,0.8125572793796891,36.4247725724498,0.010283089400133946,0.2619520744486863,105134.12029639156
4,2.16212854547533,4.547359961235909,25.30172800627034,61.68483734158937,4.625758275854913,25.32918732705472,0.002806492870586677,1.1091318206235883,61.61654445970334,0.0012514583183072694,-0.2746473556908313,4.757271402361116,0.0058152318170143925,-1.3680006626932482,105134.12029639156
4,2.6094681127208124,1.1481751062328227,8.134534713552984,69.4228828372204,53.75385871536293,8.058975024610524,0.01244538306130092,-0.9284202755516162,69.59671458680617,0.005262534558340628,0.11018074714229442,53.35771922317785,0.014985774010322106,1.1335049826807335,105134.12029639156
5,0.21733793775217614,1.6716727876991533,2.8071516494573028,106.78665787058195,44.4729798839348,2.833615852874379,0.022875230242149415,-1.566753799586877,106.91997996161156,0.009685577933641097,1.9505972672923235,44.330418102143575,0.03868860402355713,0.7119397311466855,106051.01586695541
